Episode,Step,Balance,Num_Trades,Realized_PnL,Green_Up_PnL,Commission_Paid,Commission_Rate,No_Trade_Streak,No_Trade_Penalty,Had_Trades,Max_Drawdown,MTM_Reward,Sharpe_Reward,Depth_Violations,Volatility_Violations,Stale_Market_Violations,Suspended_Violations,Back_Trades,Lay_Trades,Back_Exposure,Lay_Exposure,Mid_Race_PnL,Stale_Penalty,Netting_Bonus,Actor_Loss,Critic_Loss,Ent_Coef,Ent_Coef_Loss,Learning_Rate
370,152345,999.73126,58,-0.2687378,-0.2687378,2.4837978,0.05,0,0.0,True,0.026873779,-0.008848507,-0.32236595332622514,27,69,212,1,25,33,614.6526,1772.2445,-5.987082,-1.0599999999999994,0.0,-22.3984375,0.01796801737509668,0.07996398955583572,-106.01243591308594,0.0003
371,152532,989.5064,18,-10.493591,-10.493591,0.012654249,0.05,0,0.0,True,1.0493591,-0.0040349374,-0.21925024688243863,22,20,384,1,1,17,115.68142,1019.29254,-1.2810827,-1.919999999999981,0.0,-22.425044536590576,0.05359756899997592,0.07996398396790028,-105.86750984191895,0.0003
372,153046,953.31903,82,-46.68097,-46.68097,0.34671992,0.05,0,0.0,True,4.668097,-0.016528355,-0.5564847490936516,98,118,866,1,14,68,158.54575,1832.8827,-17.750278,-4.32999999999993,0.0,-22.394319534301758,0.015566553687676787,0.07996400259435177,-105.85193061828613,0.0003
373,153698,1062.0635,16,62.063477,62.063477,3.3145745,0.05,0,0.0,True,-6.206348,-0.0036776247,-0.17597454689443107,27,29,309,0,5,11,248.71039,865.00946,-0.7973928,-1.544999999999989,0.0,-22.43040943145752,0.3956462712958455,0.07996397092938423,-106.10019111633301,0.0003
374,154236,842.72516,185,-157.27484,-157.27484,0.9885236,0.05,0,0.0,True,15.727484,-0.09651501,-0.6684493736922736,132,121,806,1,59,126,302.00162,3016.533,-77.06745,-4.029999999999936,0.0,-22.363499641418457,0.03759483131580055,0.07996401935815811,-105.7949275970459,0.0003
375,154774,750.2697,481,-249.73029,-249.73029,0.4847664,0.05,0,0.0,True,24.973028,-0.11625198,-1.182692171484233,381,121,813,1,105,376,701.2646,9813.603,-165.94029,-4.0649999999999356,0.0,-22.421416759490967,0.45364739932119846,0.07996401935815811,-105.63974952697754,0.0003
376,155285,990.2412,26,-9.758789,-9.758789,0.031990282,0.05,0,0.0,True,0.9758789,-0.0040754904,-0.3038283530622721,31,102,1325,1,2,24,1.6740171,1240.4874,-0.99958843,-6.624999999999881,0.0,-22.427802562713623,0.056544745806604624,0.07996398955583572,-106.01431655883789,0.0003
377,100512,1060.8257,161,60.825684,60.825684,6.4082685,0.05,0,0.0,True,-6.082568,-0.033950783,-0.5761735671013594,123,17,451,0,67,94,730.29785,3150.1028,-23.111063,-2.254999999999974,0.0,-22.37948179244995,0.20900508388876915,0.07996395975351334,-106.05936813354492,0.0003
378,101021,930.28314,115,-69.71686,-69.71686,0.12786816,0.05,0,0.0,True,6.9716854,-0.023319544,-0.5286083868891002,44,39,99,0,42,73,803.4043,3340.737,-23.014585,-0.49500000000000033,0.0,-22.412879943847656,0.03620851715095341,0.07996398955583572,-105.82328033447266,0.0003
379,101662,991.102,58,-8.89801,-8.89801,0.5954239,0.05,0,0.0,True,0.889801,-0.003543828,-0.3452547352552476,99,62,146,1,16,42,95.489944,1118.7974,-1.0908052,-0.7300000000000005,0.0,-22.400862216949463,0.027145220432430506,0.07996402308344841,-105.74439239501953,0.0003
380,102164,916.92957,389,-83.070435,-83.070435,1.8456215,0.05,0,0.0,True,8.307043,-0.044425067,-1.0828490225970737,248,41,1054,1,132,257,697.02576,5044.839,-50.1457,-5.26999999999991,0.0,-22.347585201263428,0.07263168133795261,0.07996398955583572,-106.03797912597656,0.0003
381,102689,874.76074,175,-125.23926,-125.23926,7.4434357,0.05,0,0.0,True,12.523926,-0.15574168,-0.5026920208334925,73,136,970,0,72,103,532.01013,3062.503,-130.71805,-4.849999999999919,0.0,-22.408934116363525,0.1139170490205288,0.07996401377022266,-106.05867576599121,0.0003
382,103265,995.59924,17,-4.400757,-4.400757,0.20156737,0.05,0,0.0,True,0.44007567,-0.0026774376,-0.1967599373310804,14,59,847,1,0,17,0.0,1041.6195,0.0,-4.234999999999932,0.0,-22.38463306427002,0.11414705635979772,0.07996401377022266,-106.07252502441406,0.0003
383,103799,1012.4115,37,12.411499,12.411499,1.9312221,0.05,0,0.0,True,-1.2411499,-0.02230711,-0.3088654148578643,27,75,1227,0,9,28,35.46294,1613.9364,-18.767555,-6.134999999999891,0.0,-22.4004487991333,0.0874136476777494,0.07996401935815811,-105.8834400177002,0.0003
384,104318,984.2017,40,-15.798279,-15.798279,0.14959174,0.05,0,0.0,True,1.5798278,-0.0052666473,-0.2760945554057527,43,50,725,1,8,32,76.064575,1329.6819,-2.4803395,-3.624999999999945,0.0,-22.400333881378174,0.03750579059123993,0.07996399328112602,-105.76163101196289,0.0003
385,104836,978.2885,52,-21.711487,-21.711487,0.9971745,0.05,0,0.0,True,2.1711488,-0.012143062,-0.4588536164203351,70,68,849,0,12,40,88.935844,1286.2772,-6.544204,-4.244999999999932,0.0,-22.4750657081604,0.023248213110491633,0.07996401377022266,-106.12115669250488,0.0003
386,105563,987.9686,17,-12.031372,-12.031372,0.11415333,0.05,0,0.0,True,1.2031372,-0.0020268979,-0.2541244532167912,65,66,450,0,0,17,0.0,1029.1885,0.0,-2.2499999999999742,0.0,-22.47446060180664,0.012566567282192409,0.07996403053402901,-106.15050888061523,0.0003
387,106080,834.85944,429,-165.14056,-165.14056,0.0029292412,0.05,0,0.0,True,16.514057,-0.057820547,-1.4434618572145705,158,81,889,0,157,272,523.7642,2837.1094,-64.543236,-4.4449999999999275,0.0,-22.390575408935547,0.030349069740623236,0.07996401935815811,-105.89299392700195,0.0003
388,106648,851.4931,310,-148.5069,-148.5069,2.9583192,0.05,0,0.0,True,14.85069,-0.13152283,-0.8032284884899853,143,325,1700,1,106,204,966.13684,5517.841,-122.25709,-8.499999999999929,0.0,-22.44056463241577,0.03137410408817232,0.07996401935815811,-106.02316284179688,0.0003
389,107196,999.68286,16,-0.31713867,-0.31713867,0.18892793,0.05,0,0.0,True,0.03171387,-0.000860284,-0.19823772859191427,21,103,222,1,3,13,27.042986,983.2573,0.0,-1.1099999999999983,0.0,-22.45975637435913,0.015608651097863913,0.0799640454351902,-106.20784187316895,0.0003
390,107738,981.3169,42,-18.683105,-18.683105,0.10131964,0.05,0,0.0,True,1.8683106,-0.0056300475,-0.2855187297612428,55,62,419,1,11,31,101.52644,1395.2258,-3.969931,-2.0949999999999775,0.0,-22.429696559906006,0.02554254583083093,0.07996397465467453,-105.98313331604004,0.0003
391,108261,851.2093,534,-148.79071,-148.79071,0.7298969,0.05,0,0.0,True,14.879072,-0.054751568,-2.236084737511039,342,105,171,0,186,348,1064.3896,7006.521,-87.50304,-0.8550000000000006,0.0,-22.399758338928223,0.06431290786713362,0.07996407896280289,-105.7117691040039,0.0003
392,108792,982.94244,91,-17.057556,-17.057556,1.0273365,0.05,0,0.0,True,1.7057557,-0.011350494,-0.535172654241324,49,62,66,1,34,57,494.52914,1740.5038,-6.426857,-0.3300000000000002,0.0,-22.436890125274658,0.01717657456174493,0.07996402308344841,-105.82472801208496,0.0003
393,109325,915.0495,357,-84.9505,-84.9505,1.3402655,0.05,0,0.0,True,8.495049,-0.022724569,-1.2334315971285106,157,94,360,1,131,226,1223.9285,5215.675,-30.190832,-1.7999999999999836,0.002181397,-22.3943829536438,0.021141500445082784,0.07996402680873871,-105.7256088256836,0.0003
394,109432,947.1782,123,-52.821777,-52.821777,0.00817021,0.05,0,0.0,True,5.282178,-0.0073385905,-0.47620061151658033,91,61,0,0,32,91,177.32292,2927.8347,-10.944092,0.0,0.0,-22.413846015930176,0.0327537942212075,0.07996400259435177,-106.05478477478027,0.0003
395,110007,933.8182,76,-66.18182,-66.18182,0.031060476,0.05,0,0.0,True,6.618182,-0.019131135,-0.42278640479078755,110,27,1286,1,17,59,176.55605,2294.6953,-22.581139,-6.429999999999885,0.0,-22.448854446411133,0.06498318538069725,0.07996400259435177,-106.04537010192871,0.0003
396,110542,931.86053,130,-68.139465,-68.139465,0.37742037,0.05,0,0.0,True,6.8139462,-0.016483372,-0.7054669889062642,132,52,778,0,41,89,151.59035,2454.9412,-9.664689,-3.8899999999999393,0.0,-22.448920726776123,0.019720433745533228,0.07996401377022266,-106.08731079101562,0.0003
397,111048,1000.2793,92,0.27929688,0.27929688,0.4675692,0.05,0,0.0,True,-0.02792969,-0.004655012,-0.6323849851800929,105,62,48,1,24,68,103.454,1778.2775,-5.1585617,-0.24000000000000013,0.0,-22.425695419311523,0.13777248631231487,0.07996402308344841,-105.64703750610352,0.0003
398,111563,999.4632,9,-0.5368042,-0.5368042,0.28026143,0.05,0,0.0,True,0.05368042,-0.0024156114,-0.1709273835686355,17,28,985,1,0,9,0.0,1019.78546,0.0,-4.924999999999917,0.0,-22.390315532684326,0.05720168864354491,0.07996401935815811,-105.87194442749023,0.0003
399,112157,997.80164,63,-2.1983643,-2.1983643,0.61975867,0.05,0,0.0,True,0.21983643,-0.0067789895,-0.34353620216250425,34,147,0,1,18,45,371.86365,1992.3588,-5.884678,0.0,0.0,-22.34799575805664,0.2516459310427308,0.07996403612196445,-105.3739242553711,0.0003
400,112698,950.98193,205,-49.018066,-49.018066,1.1931078,0.05,0,0.0,True,4.901807,-0.021829657,-0.7218177245557306,84,99,501,1,65,140,715.06366,3830.5134,-22.24247,-2.504999999999969,0.0,-22.375574111938477,0.09927982231602073,0.07996403239667416,-105.66389465332031,0.0003
401,113255,984.0199,38,-15.980103,-15.980103,0.087257564,0.05,0,0.0,True,1.5980102,-0.0065619694,-0.26881440490484226,45,146,2005,1,6,32,22.583101,1097.5189,-2.5105486,-10.025000000000167,0.0,-22.40889024734497,0.06161080067977309,0.07996401935815811,-105.9742660522461,0.0003
402,113802,4434.005,335,3434.005,3434.005,182.57536,0.05,0,0.0,True,-343.40048,-0.09722476,-1.0112034406512973,121,105,87,0,130,205,1307.4165,4074.2644,-34.9273,-0.4350000000000003,0.0,-22.34923791885376,0.028874836396425962,0.0799640454351902,-105.53929710388184,0.0003
403,114317,831.77747,461,-168.22253,-168.22253,0.29190567,0.05,0,0.0,True,16.822252,-0.036050998,-1.7790375427991068,173,18,760,0,183,278,1321.117,4309.2793,-41.53653,-3.799999999999941,0.0002796091,-22.389321327209473,0.03007923811674118,0.07996401935815811,-105.97134208679199,0.0003
404,114862,999.6599,35,-0.3400879,-0.3400879,0.5771349,0.05,0,0.0,True,0.03400879,-0.005468304,-0.23443106651306156,27,107,878,1,2,33,21.106136,1060.9276,-2.337494,-4.389999999999929,0.0,-22.39754009246826,0.02061085356399417,0.07996401935815811,-105.88445663452148,0.0003
405,115479,988.96185,15,-11.038147,-11.038147,0.026623607,0.05,0,0.0,True,1.1038147,-0.0012221074,-0.19866985626518718,36,102,405,1,2,13,21.56861,998.5793,0.0,-2.024999999999979,0.0,-22.420447826385498,0.0282036941498518,0.07996402680873871,-105.95394325256348,0.0003
406,116010,975.63947,89,-24.360535,-24.360535,0.13384488,0.05,0,0.0,True,2.4360533,-0.011392295,-0.7328190736472605,106,32,764,0,29,60,76.27589,1335.1045,-9.489731,-3.8199999999999408,0.0,-22.437801361083984,0.021860149689018726,0.07996398396790028,-106.122314453125,0.0003
407,116544,694.9411,316,-305.0589,-305.0589,0.00012223625,0.05,0,0.0,True,30.50589,-0.14235918,-1.0958791174739602,152,231,538,0,123,193,1207.1345,4847.6143,-96.98599,-2.689999999999965,0.0,-22.4274959564209,0.03122111316770315,0.07996396534144878,-105.951171875,0.0003
408,117210,881.635,343,-118.36499,-118.36499,0.5164478,0.05,0,0.0,True,11.836499,-0.048548378,-1.0842962834984062,226,73,448,0,107,236,914.43176,7363.655,-64.842926,-2.2399999999999745,0.0,-22.438573360443115,0.0409102737903595,0.07996401935815811,-105.86496353149414,0.0003
409,117775,953.63477,330,-46.365234,-46.365234,1.6279731,0.05,0,0.0,True,4.6365237,-0.024032583,-1.307700296298073,154,36,168,1,136,194,1181.7758,4641.3657,-24.24439,-0.8400000000000006,0.0,-22.40380573272705,0.4158988888375461,0.07996401935815811,-106.09450340270996,0.0003
410,118032,1043.8137,326,43.81372,43.81372,6.6661234,0.05,0,0.0,True,-4.381372,-0.028767033,-0.9482327356382622,313,72,274,0,75,251,380.68793,7217.563,-34.645897,-1.3699999999999928,0.0,-22.454442501068115,0.010705858003348112,0.07996401935815811,-105.98817253112793,0.0003
411,118581,1000.8017,14,0.8016968,0.8016968,0.12396185,0.05,0,0.0,True,-0.08016968,-0.000995013,-0.22873748719692236,28,136,305,1,2,12,47.58519,981.3088,0.0,-1.5249999999999895,0.0,-22.394926071166992,0.027256188448518515,0.07996401935815811,-105.92963600158691,0.0003
412,119082,1007.45056,21,7.4505615,7.4505615,0.60524404,0.05,0,0.0,True,-0.74505615,-0.0016848074,-0.21687204445419964,22,42,294,0,6,15,113.75777,1047.2515,-0.6208328,-1.4699999999999906,0.0,-22.392119884490967,0.024524616776034236,0.07996400818228722,-105.6630973815918,0.0003
413,119574,884.6787,143,-115.32129,-115.32129,0.51187325,0.05,0,0.0,True,11.532128,-0.015018595,-0.6612512984126808,82,41,124,0,53,90,630.6048,2683.2112,-16.782621,-0.6200000000000004,0.0,-22.408560276031494,0.01519895251840353,0.07996401935815811,-105.8680477142334,0.0003
414,120204,997.85455,60,-2.1454468,-2.1454468,0.59515387,0.05,0,0.0,True,0.21454468,-0.004730972,-0.3658980996906757,65,67,960,1,15,45,73.117226,1175.6779,-4.1319222,-4.79999999999992,0.0,-22.401706218719482,0.05367783457040787,0.07996402308344841,-105.60783004760742,0.0003
415,120821,987.6558,197,-12.344177,-12.344177,1.2169485,0.05,0,0.0,True,1.2344177,-0.022167873,-0.5603880396485327,133,102,408,1,60,137,351.0028,5050.3145,-20.726744,-2.0399999999999787,0.0,-22.463303089141846,0.013160154456272721,0.07996398955583572,-106.10946273803711,0.0003
416,121393,832.6181,580,-167.3819,-167.3819,1.6780754,0.05,0,0.0,True,16.73819,-0.059918202,-1.9750930737704036,476,176,1636,1,181,399,1166.0325,9981.917,-113.28003,-8.179999999999879,0.0,-22.41656494140625,0.06514248088933527,0.07996399328112602,-105.85774612426758,0.0003
417,121929,953.77484,13,-46.22516,-46.22516,1.2946725,0.05,0,0.0,True,4.622516,-0.012290749,-0.11347371242940427,1,79,11,1,4,9,818.9599,1834.8077,0.0,-0.05499999999999999,0.0,-22.423609256744385,0.03063399065285921,0.07996398955583572,-105.87420654296875,0.0003
418,122446,998.935,24,-1.0650024,-1.0650024,0.19658211,0.05,0,0.0,True,0.10650024,-0.0026468164,-0.3202939847111701,83,104,854,1,0,24,0.0,1008.8248,0.0,-4.269999999999931,0.0,-22.425467491149902,0.021319526713341475,0.07996400259435177,-106.0052261352539,0.0003
419,122837,934.4454,31,-65.55463,-65.55463,0.0,0.05,0,0.0,True,6.555463,-0.0075938725,-0.353713168413407,53,121,312,1,5,26,71.21564,1056.65,-3.9093504,-1.5599999999999887,0.0,-22.42214584350586,0.03264356788713485,0.07996401377022266,-106.03033828735352,0.0003
420,123350,1005.71375,45,5.713745,5.713745,0.54009897,0.05,0,0.0,True,-0.5713745,-0.0028098575,-0.252934831056623,44,19,186,0,6,39,29.268097,1182.494,-1.3759861,-0.9300000000000007,0.0,-22.408987045288086,0.03317397157661617,0.07996401935815811,-105.83817481994629,0.0003
421,123881,994.403,19,-5.596985,-5.596985,0.23321153,0.05,0,0.0,True,0.55969846,-0.0022314768,-0.18479295231401924,21,191,325,0,3,16,76.87234,1121.5452,-0.017074306,-1.6249999999999873,0.0,-22.460022449493408,0.023092249874025583,0.0799640454351902,-105.9297103881836,0.0003
422,124425,921.5764,130,-78.423584,-78.423584,0.51794124,0.05,0,0.0,True,7.842358,-0.024824472,-0.5190887838438196,96,185,827,0,44,86,565.60754,1608.6724,-13.823496,-4.134999999999934,0.0,-22.403709411621094,0.10011439723894,0.0799640417098999,-106.01003837585449,0.0003
423,125016,987.3757,96,-12.624329,-12.624329,0.9543314,0.05,0,0.0,True,1.2624329,-0.014967079,-0.47266888417303543,75,287,735,1,30,66,399.64603,2859.8464,-8.59719,-3.674999999999944,0.0,-22.40584421157837,0.045464702881872654,0.07996398955583572,-106.13203430175781,0.0003
424,125543,1012.5764,112,12.576416,12.576416,1.7722279,0.05,0,0.0,True,-1.2576416,-0.010287587,-0.5195617228746415,64,105,1205,0,33,79,250.45006,2738.1074,-11.169487,-6.024999999999894,0.0,-22.419121265411377,0.02102378976996988,0.07996400259435177,-105.87813568115234,0.0003
425,126122,1023.5078,7,23.507812,23.507812,1.5663326,0.05,0,0.0,True,-2.3507812,-0.002068404,-0.15308117467939142,23,69,150,1,0,7,0.0,1173.6721,0.0,-0.7500000000000006,0.0,-22.440255165100098,0.028593303402885795,0.07996401935815811,-105.94684410095215,0.0003
426,126646,1010.1948,14,10.194824,10.194824,0.7506393,0.05,0,0.0,True,-1.0194824,-0.0033676978,-0.1486643476784229,10,58,343,1,2,12,73.44345,1162.0426,-0.65669113,-1.7149999999999854,0.0,-22.395742416381836,0.05012815445661545,0.07996398955583572,-105.93272399902344,0.0003
427,127159,908.43756,188,-91.56244,-91.56244,3.4727368,0.05,0,0.0,True,9.156244,-0.056229115,-0.8241464819159922,167,32,219,1,79,109,1069.6199,3437.0415,-36.20206,-1.0949999999999986,0.0,-22.423280239105225,0.07615725509822369,0.07996399700641632,-106.00633239746094,0.0003
428,127698,988.7111,25,-11.288879,-11.288879,0.15906502,0.05,0,0.0,True,1.1288879,-0.0024592718,-0.18678597450256348,9,40,751,1,2,23,9.175233,1145.63,-0.90634835,-3.754999999999942,0.0,-22.454023361206055,0.041761688538827,0.07996398955583572,-106.03516578674316,0.0003
429,128270,964.8929,231,-35.107117,-35.107117,0.99453837,0.05,0,0.0,True,3.5107117,-0.020205038,-1.0318091182410716,93,0,784,1,75,156,584.471,3934.1824,-27.703732,-3.9199999999999386,0.0,-22.390146255493164,0.02478303387761116,0.07996399328112602,-105.70176124572754,0.0003
430,128842,987.5042,13,-12.495789,-12.495789,0.051019203,0.05,0,0.0,True,1.2495788,-0.0022656769,-0.13060184851288795,11,135,354,1,2,11,53.498566,1037.0168,0.0,-1.7699999999999843,0.0,-22.42369508743286,0.06450382666662335,0.07996398955583572,-105.81304550170898,0.0003
431,129376,805.3622,1351,-194.63782,-194.63782,1.7134391,0.05,0,0.0,True,19.463781,-0.11232621,-3.7410817968845365,1037,77,978,1,382,969,3054.6113,28912.219,-158.24191,-4.889999999999918,0.06849507,-22.4050931930542,0.05627131462097168,0.07996398955583572,-105.96126937866211,0.0003
432,129933,996.2169,17,-3.783081,-3.783081,0.33380103,0.05,0,0.0,True,0.3783081,-0.001071312,-0.20941262483596812,22,180,476,1,1,16,5.683638,995.6939,0.0,-2.3799999999999715,0.0,-22.406888484954834,0.03991043218411505,0.0799640454351902,-105.80498695373535,0.0003
433,130006,994.64417,28,-5.355835,-5.355835,0.15580532,0.05,0,0.0,True,0.5355835,-0.0027922676,-0.18700234621763231,52,43,0,0,3,25,16.575365,1102.4348,-0.34602976,0.0,0.0,-22.425931930541992,0.0373683487996459,0.07996398955583572,-106.05659675598145,0.0003
434,130738,962.42773,28,-37.572266,-37.572266,0.03447782,0.05,0,0.0,True,3.7572265,-0.0065156464,-0.2224779736727482,65,74,1295,1,8,20,103.02709,941.6166,-0.95431745,-6.474999999999884,0.0,-22.348906993865967,0.05424700188450515,0.0799640454351902,-105.81057929992676,0.0003
435,131259,940.0096,166,-59.990417,-59.990417,0.09718276,0.05,0,0.0,True,5.9990416,-0.024629684,-0.6838301636042522,126,68,718,1,53,113,469.78796,3936.7336,-31.91841,-3.5899999999999457,0.0,-22.39537477493286,0.03281153226271272,0.07996401377022266,-105.80600929260254,0.0003
436,131806,969.4509,116,-30.549072,-30.549072,0.5149065,0.05,0,0.0,True,3.054907,-0.011336711,-0.6422805521637203,55,30,10,0,38,78,765.21686,3788.5686,-12.891211,-0.049999999999999996,1.7635413e-05,-22.42844009399414,0.027929894626140594,0.07996401377022266,-106.21888160705566,0.0003
437,132086,942.3548,159,-57.645203,-57.645203,0.3397889,0.05,0,0.0,True,5.76452,-0.01911258,-0.504753381535411,56,36,13,1,63,96,630.78723,2389.9863,-13.098256,-0.06499999999999999,0.0,-22.33753776550293,0.40768721979111433,0.07996398955583572,-105.98881912231445,0.0003
438,132627,713.12,522,-286.88,-286.88,0.0,0.05,0,0.0,True,28.688002,-0.04246992,-1.6192169867455948,248,52,126,1,169,353,2225.3887,10959.66,-54.135094,-0.6300000000000004,0.0,-22.39804458618164,0.4018379617482424,0.07996396534144878,-105.8676528930664,0.0003
439,133166,990.96326,7,-9.036743,-9.036743,0.3901471,0.05,0,0.0,True,0.9036743,-0.0013374512,-0.11347371280193332,5,164,0,1,1,6,68.21825,1300.7848,0.0,0.0,0.0,-22.42179298400879,0.02421637624502182,0.07996398955583572,-105.82294082641602,0.0003
440,133796,967.86554,368,-32.13446,-32.13446,2.3800445,0.05,0,0.0,True,3.2134461,-0.047158994,-1.1404925812035802,225,66,955,1,130,238,762.26196,3556.8298,-43.239532,-4.77499999999992,0.0,-22.377229690551758,0.02871434681583196,0.07996401935815811,-105.94714164733887,0.0003
441,134479,1003.0418,12,3.041809,3.041809,0.39328712,0.05,0,0.0,True,-0.30418092,-0.001863599,-0.18838909620212202,37,66,846,0,1,11,2.7471027,1004.5468,0.0,-4.229999999999932,0.0,-22.412149906158447,0.024645003955811262,0.07996401935815811,-105.84004783630371,0.0003
442,135013,989.22943,16,-10.770569,-10.770569,0.19320847,0.05,0,0.0,True,1.0770569,-0.0016168437,-0.21215518683195114,22,89,218,0,2,14,82.969376,936.52203,0.0,-1.0899999999999987,0.0,-22.40844964981079,0.04417812032625079,0.07996400259435177,-106.07769203186035,0.0003
443,135590,832.1526,467,-167.84741,-167.84741,0.2404487,0.05,0,0.0,True,16.78474,-0.11321708,-1.186248953193426,289,153,333,0,143,324,839.32446,6677.6035,-104.422264,-1.6649999999999865,0.0,-22.45907163619995,0.013839920167811215,0.07996403053402901,-105.95600128173828,0.0003
444,136104,999.6329,12,-0.36712646,-0.36712646,0.2727151,0.05,0,0.0,True,0.036712646,-0.0021622411,-0.1946105445921421,17,39,1486,1,0,12,0.0,1103.0178,0.0,-7.429999999999864,0.0,-22.41146945953369,0.02178766648285091,0.07996401935815811,-105.79765892028809,0.0003
445,136632,929.93164,304,-70.06836,-70.06836,1.7769842,0.05,0,0.0,True,7.006836,-0.04008345,-1.1868923617154357,211,142,413,0,90,214,532.0907,4263.388,-50.34558,-2.064999999999978,0.0,-22.441940784454346,0.0267410920932889,0.0799640454351902,-105.86719131469727,0.0003
446,137180,981.38513,65,-18.614868,-18.614868,0.10536416,0.05,0,0.0,True,1.8614868,-0.0056790677,-0.37345090679824344,40,183,317,1,18,47,352.1231,1309.394,-4.4331527,-1.5849999999999882,0.0,-22.425511837005615,0.05195046006701887,0.07996401935815811,-105.9701099395752,0.0003
447,137721,996.97675,32,-3.0232544,-3.0232544,0.26259157,0.05,0,0.0,True,0.30232546,-0.0025029697,-0.31692001603543757,39,75,163,1,4,28,41.878895,1050.5532,-1.5015448,-0.8150000000000006,0.0,-22.379260063171387,0.22144760005176067,0.07996398396790028,-105.90737533569336,0.0003
448,138231,891.19055,317,-108.80945,-108.80945,3.962617,0.05,0,0.0,True,10.880945,-0.020997033,-1.1788202234357599,150,38,56,0,111,206,1335.6844,5781.3306,-26.152136,-0.28000000000000014,0.0,-22.39534568786621,0.10094327270053327,0.07996401935815811,-105.7647590637207,0.0003
449,138746,957.8555,94,-42.14447,-42.14447,0.22429073,0.05,0,0.0,True,4.214447,-0.01346264,-0.35636727981269367,51,45,1241,1,22,72,87.75815,1453.449,-6.7384753,-6.20499999999989,0.0,-22.439141273498535,0.16695289965718985,0.07996399700641632,-106.00220489501953,0.0003
450,139294,996.8002,5,-3.199829,-3.199829,0.021362431,0.05,0,0.0,True,0.31998292,-0.0010347081,-0.11347371198236943,8,103,217,1,0,5,0.0,1104.5137,0.0,-1.0849999999999989,0.0,-22.431117057800293,0.024301443714648485,0.07996401935815811,-105.85523796081543,0.0003
451,139835,982.89667,11,-17.103333,-17.103333,0.045121573,0.05,0,0.0,True,1.7103333,-0.014132377,-0.20134340547025203,14,193,1540,0,2,9,45.037487,1200.6932,-15.624203,-7.699999999999858,0.0,-22.443053245544434,0.011576315853744745,0.07996398396790028,-106.13731575012207,0.0003
452,140382,4409.1025,322,3409.1025,3409.1025,182.42485,0.05,0,0.0,True,-340.91025,-0.110666476,-0.919972036140085,136,102,86,0,107,215,1946.7797,5412.8433,-56.9695,-0.43000000000000027,0.0,-22.437886714935303,0.03990432643331587,0.07996400259435177,-105.82621192932129,0.0003
453,140896,1003.5314,36,3.531372,3.531372,0.64298874,0.05,0,0.0,True,-0.35313722,-0.004061688,-0.36033992052078245,125,12,661,0,5,31,60.547188,1272.0023,-3.1075642,-3.3049999999999518,0.0,-22.419160842895508,0.34806658467277884,0.07996401935815811,-105.83312797546387,0.0003
454,141445,712.4153,124,-287.58472,-287.58472,2.089702,0.05,0,0.0,True,28.758472,-0.10672523,-0.6768746609240766,44,54,359,0,55,69,605.4727,1912.7015,-106.31992,-1.7949999999999837,0.0,-22.45166778564453,0.015884768101386726,0.07996398955583572,-106.19133186340332,0.0003
455,142023,972.37476,36,-27.625244,-27.625244,0.17450526,0.05,0,0.0,True,2.7625244,-0.0046064835,-0.24791515074670323,34,104,480,0,4,32,47.383713,1226.7526,-2.913034,-2.399999999999971,0.0,-22.39667844772339,0.4528202712535858,0.0799640454351902,-105.71455955505371,0.0003
456,142551,995.4032,27,-4.5968018,-4.5968018,0.3852849,0.05,0,0.0,True,0.4596802,-0.0035887025,-0.2282394088804721,21,136,1041,0,5,22,47.49875,1225.536,-1.9163551,-5.204999999999911,0.0,-22.376261234283447,0.05865715444087982,0.0799640454351902,-105.71556663513184,0.0003
457,143057,971.0976,81,-28.902405,-28.902405,0.8251428,0.05,0,0.0,True,2.8902404,-0.009262688,-0.5071504209190606,78,43,404,0,17,64,189.25009,2441.234,-11.642382,-2.019999999999979,0.0,-22.42598295211792,0.07284251367673278,0.07996400259435177,-106.01692199707031,0.0003
458,143578,996.664,117,-3.3359985,-3.3359985,1.3296323,0.05,0,0.0,True,0.33359987,-0.011750255,-0.5376487299493695,56,13,23,1,38,79,346.11993,2093.6091,-11.38382,-0.11500000000000003,0.0,-22.446911334991455,0.17425118503160775,0.07996400259435177,-106.11737251281738,0.0003
459,144102,1003.8888,8,3.888794,3.888794,0.5885474,0.05,0,0.0,True,-0.3888794,-0.0010031906,-0.1134737157076597,1,15,0,1,0,8,0.0,1576.3063,0.0,0.0,0.0,-22.40418767929077,0.020350333070382476,0.07996397465467453,-105.8404655456543,0.0003
460,144654,924.74066,57,-75.25934,-75.25934,0.0,0.05,0,0.0,True,7.5259337,-0.029835349,-0.25788628727197643,59,79,886,1,13,44,129.54483,2464.9253,-27.279596,-4.429999999999928,0.0,-22.39866018295288,0.05180094437673688,0.07996405847370625,-105.6036491394043,0.0003
461,145169,1002.0799,9,2.079895,2.079895,0.18733495,0.05,0,0.0,True,-0.2079895,-0.00030718205,-0.18654404352751672,26,179,42,1,0,9,0.0,1172.6399,0.0,-0.2100000000000001,0.0,-22.40143918991089,0.02155178366228938,0.07996401935815811,-105.6955738067627,0.0003
