file,error,schema_version,race_date,race_time_local,venue,race_number,race_code,race_class,distance_m,runner_count,level_depth_k,market_id,commission_rate,total_snapshots,pre_race_snapshots,in_play_snapshots,pre_race_duration_secs,avg_snapshot_interval_secs,secs_to_off_at_capture_start,secs_to_off_at_last_pre_race,pre_race_window_secs,total_matched_at_start,total_matched_at_off,total_matched_final,liquidity_growth_ratio,fav_runner_idx,fav_price_start,fav_price_end,fav_price_drift_pct,fav_spread_pct_mean,fav_spread_pct_max,fav_traded_vol_total,ob_imbalance_mean_std,ob_imbalance_max_std,microprice_null_rate_mean,mean_ret_std_5s,field_spread_pct_mean,field_spread_pct_median,track_surface_null_rate,track_condition_null_rate,prob_implied_null_rate,secs_since_last_trade_null_rate,back_overround_mean,back_overround_final,lay_overround_mean,result_closed,result_winner_idx,result_winner_selids,winner_was_favourite,checks_passed,checks_total,is_suitable
2025-11-09_Armidale_Race1_1.250225993.parquet,,1.2.0,2025-11-09,02:55:00,Armidale,1,Flat,,1400.0,8,3,1.250225993,0.05,646,521,125,703.5,1.35,658.7,-44.8,703.5,2894.0,43134.0,49609.0,17.14,0.0,1.81,1.88,3.87,2.3,6.29,29074.0,0.3025,0.4474,0.125,0.005083,21.31,11.11,1.0,1.0,0.125,0.125,103.01,101.02,96.53,1,0.0,90847350,1.0,9,9,True
2025-11-09_Armidale_Race6_1.250226018.parquet,,1.2.0,2025-11-09,05:55:00,Armidale,6,Flat,,1100.0,11,3,1.250226018,0.05,135,135,0,178.9,1.33,158.4,-20.4,178.9,6716.0,45850.0,45850.0,6.83,5.0,4.4,3.85,12.5,3.93,11.69,12804.0,0.2266,0.3967,0.2727,0.01165,6.71,5.0,1.0,1.0,0.2727,0.2727,102.03,103.63,97.22,1,6.0,73482505,0.0,9,9,True
2025-11-09_Canberra_Race5_1.250283246.parquet,,1.2.0,2025-11-09,09:22:00,Canberra,5,Harness,Pace,1770.0,7,3,1.250283246,0.05,738,543,195,723.0,1.33,658.8,-64.2,723.0,154.0,15962.0,19754.0,128.27,5.0,3.65,6.2,69.86,9.13,77.78,2704.0,0.3144,0.3844,0.0,0.005589,21.44,9.76,1.0,1.0,0.0,0.0,104.21,101.39,94.37,1,2.0,46970184,0.0,8,9,False
2025-11-09_Canberra_Race6_1.250283248.parquet,,1.2.0,2025-11-09,09:57:00,Canberra,6,Harness,Pace,1770.0,10,3,1.250283248,0.05,542,542,0,721.7,1.33,658.9,-62.8,721.7,271.0,11908.0,11908.0,43.94,3.0,2.02,2.46,21.78,6.87,35.64,5490.0,0.2477,0.389,0.1,0.005269,31.39,16.36,1.0,1.0,0.1,0.1,104.86,104.19,93.27,1,7.0,82319197,0.0,9,9,True
2025-11-09_Canberra_Race7_1.250283250.parquet,,1.2.0,2025-11-09,10:30:00,Canberra,7,Harness,Pace,2170.0,10,3,1.250283250,0.05,783,537,246,715.2,1.33,658.9,-56.3,715.2,160.0,12928.0,16503.0,103.14,6.0,2.66,2.58,3.01,6.23,23.13,5680.0,0.3033,0.4734,0.0,0.00523,32.68,12.85,1.0,1.0,0.0,0.0,106.11,101.01,93.26,1,3.0,80573182,0.0,9,9,True
2025-11-09_Hobart_Race10_1.250283345.parquet,,1.2.0,2025-11-09,10:47:00,Hobart,10,Harness,Pace,1609.0,6,3,1.250283345,0.05,703,528,175,703.1,1.33,658.9,-44.2,703.1,1177.0,16672.0,21257.0,18.06,3.0,2.02,2.4,18.81,2.75,10.89,10354.0,0.3024,0.4742,0.0,0.006037,46.56,13.51,1.0,1.0,0.0,0.0,104.24,101.38,96.81,1,3.0,2509674,1.0,9,9,True
2025-11-09_Hobart_Race5_1.250283335.parquet,,1.2.0,2025-11-09,07:57:00,Hobart,5,Harness,Pace,1609.0,11,3,1.250283335,0.05,718,546,172,727.1,1.33,658.7,-68.4,727.1,252.0,16689.0,19681.0,78.1,3.0,3.1,4.6,48.39,16.44,74.19,2783.0,0.2837,0.3457,0.0,0.006073,71.58,20.0,1.0,1.0,0.0,0.0,106.81,103.09,88.28,1,8.0,50115575,0.0,8,9,False
2025-11-09_Hobart_Race7_1.250283339.parquet,,1.2.0,2025-11-09,09:07:00,Hobart,7,Harness,Pace,2090.0,10,3,1.250283339,0.05,632,400,232,532.2,1.33,474.4,-57.8,532.2,935.0,17733.0,23013.0,24.61,7.0,3.65,12.0,228.77,5.86,80.95,7844.0,0.2553,0.3317,0.0,0.006331,14.16,9.52,1.0,1.0,0.0,0.0,103.68,101.73,94.89,1,9.0,46458497,0.0,9,9,True
2025-11-09_Hobart_Race8_1.250283341.parquet,,1.2.0,2025-11-09,09:39:00,Hobart,8,Harness,Pace,2090.0,7,3,1.250283341,0.05,719,488,231,649.6,1.33,584.0,-65.6,649.6,88.0,11403.0,15287.0,173.72,1.0,4.0,4.2,5.0,12.27,55.0,2891.0,0.2979,0.389,0.0,0.007891,14.31,10.0,1.0,1.0,0.0,0.0,104.15,102.1,93.34,1,1.0,20060367,1.0,8,9,False
2025-11-09_Hobart_Race9_1.250283343.parquet,,1.2.0,2025-11-09,10:10:00,Hobart,9,Harness,Pace,1609.0,8,3,1.250283343,0.05,539,539,0,717.8,1.33,658.8,-59.0,717.8,409.0,13963.0,13963.0,34.14,1.0,3.15,3.4,7.94,12.1,58.73,4065.0,0.333,0.4771,0.0,0.005523,37.01,12.5,1.0,1.0,0.0,0.0,104.92,102.99,92.04,1,5.0,41036147,0.0,8,9,False
2025-11-09_SunshineCoast_Race6_1.250226522.parquet,,1.2.0,2025-11-09,06:10:00,Sunshine Coast,6,Flat,,1400.0,11,3,1.250226522,0.05,572,572,0,761.7,1.33,658.6,-103.1,761.7,4739.0,94150.0,94150.0,19.87,1.0,3.3,3.45,4.55,2.58,4.69,32175.0,0.2197,0.3707,0.0909,0.004039,12.54,9.09,1.0,1.0,0.0909,0.0909,102.58,101.48,97.45,1,9.0,82116342,0.0,9,9,True
2025-11-09_Warren_Race1_1.250226023.parquet,,1.2.0,2025-11-09,02:40:00,Warren,1,Flat,,1400.0,10,3,1.250226023,0.05,532,532,0,708.0,1.33,658.1,-49.9,708.0,3220.0,47940.0,47940.0,14.89,0.0,2.7,2.62,2.96,5.9,14.96,22005.0,0.3025,0.4392,0.0002,0.004873,37.92,15.38,1.0,1.0,0.0,0.0,102.65,102.07,92.77,1,9.0,90847443,0.0,9,9,True
2025-11-09_Warren_Race2_1.250226028.parquet,,1.2.0,2025-11-09,03:20:00,Warren,2,Flat,,1200.0,10,3,1.250226028,0.05,746,746,0,993.9,1.33,658.8,-335.2,993.9,5595.0,69024.0,69024.0,12.34,8.0,2.02,2.18,7.92,3.04,19.44,29222.0,0.314,0.4336,0.1,0.005905,19.43,8.77,1.0,1.0,0.1,0.1,102.11,102.84,95.94,1,2.0,3580720,0.0,9,9,True
2025-11-09_Warren_Race7_1.250226053.parquet,,1.2.0,2025-11-09,06:20:00,Warren,7,Flat,,1000.0,12,3,1.250226053,0.05,692,608,84,809.9,1.33,659.1,-150.7,809.9,3626.0,54306.0,61525.0,16.97,2.0,3.15,3.15,0.0,6.35,13.33,22002.0,0.2511,0.4781,0.0833,0.004321,16.76,11.11,1.0,1.0,0.0833,0.0833,103.09,100.49,94.58,1,6.0,770163,0.0,8,9,False
2025-11-09_York_Race4_1.250226472.parquet,,1.2.0,2025-11-09,07:20:00,York,4,Flat,,1100.0,10,3,1.250226472,0.05,663,569,94,757.7,1.33,658.4,-99.2,757.7,7765.0,54034.0,59355.0,7.64,4.0,3.9,4.4,12.82,3.09,5.13,13166.0,0.2311,0.3033,0.0,0.004609,9.13,5.26,1.0,1.0,0.0,0.0,102.35,101.92,97.65,1,4.0,64575637,1.0,9,9,True
2025-11-09_York_Race5_1.250226477.parquet,,1.2.0,2025-11-09,07:50:00,York,5,Flat,,1300.0,9,3,1.250226477,0.05,449,449,0,597.6,1.33,658.6,61.0,597.6,3410.0,34134.0,34134.0,10.01,0.0,1.99,1.97,1.01,2.71,11.34,22644.0,0.2816,0.4227,0.0,0.00696,17.48,10.53,1.0,1.0,0.0,0.0,103.3,101.25,97.22,1,1.0,77083366,0.0,9,9,True
2025-11-09_York_Race6_1.250226482.parquet,,1.2.0,2025-11-09,08:25:00,York,6,Flat,,1920.0,15,3,1.250226482,0.05,697,520,177,692.3,1.33,658.4,-33.8,692.3,5496.0,52962.0,59929.0,10.9,2.0,4.5,5.3,17.78,3.3,6.98,9156.0,0.1851,0.3175,0.2667,0.004441,6.56,5.41,1.0,1.0,0.2667,0.2667,102.5,102.6,97.4,1,5.0,80856849,0.0,9,9,True
2025-11-09_York_Race7_1.250226487.parquet,,1.2.0,2025-11-09,08:55:00,York,7,Flat,Cup,1920.0,9,3,1.250226487,0.05,691,516,175,687.2,1.33,658.6,-28.6,687.2,12756.0,74792.0,86984.0,6.82,0.0,2.48,2.48,0.0,1.63,4.84,43203.0,0.2326,0.283,0.0,0.005326,10.22,6.25,1.0,1.0,0.0,0.0,101.87,101.5,98.58,1,8.0,25473425,0.0,8,9,False
2025-11-09_York_Race8_1.250226492.parquet,,1.2.0,2025-11-09,09:30:00,York,8,Flat,,1500.0,10,3,1.250226492,0.05,529,529,0,704.4,1.33,658.6,-45.8,704.4,9291.0,70727.0,70727.0,7.61,3.0,3.2,3.4,6.25,2.0,8.82,18507.0,0.2079,0.3575,0.1,0.004785,8.9,5.26,1.0,1.0,0.1,0.1,102.18,102.91,98.43,1,8.0,79738528,0.0,9,9,True
2025-11-10_Ararat_Race5_1.250326412.parquet,,1.2.0,2025-11-10,09:19:00,Ararat,5,Harness,Pace,2195.0,7,3,1.250326412,0.05,774,529,245,704.6,1.33,658.6,-46.0,704.6,2047.0,28572.0,36153.0,17.66,0.0,1.5,1.36,9.33,2.32,7.19,23632.0,0.2702,0.4692,0.0,0.004607,27.14,19.05,1.0,1.0,0.0,0.0,102.4,101.18,95.98,1,0.0,90848328,1.0,9,9,True
2025-11-10_GlobeDerby_Race5_1.250325951.parquet,,1.2.0,2025-11-10,04:47:00,Globe Derby,5,Harness,Pace,1800.0,10,3,1.250325951,0.05,45,0,45,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,2.0,90526723,,2,9,False
2025-11-10_Lismore_Race6_1.250276343.parquet,,1.2.0,2025-11-10,05:20:00,Lismore,6,Flat,,1526.0,9,3,1.250276343,0.05,665,529,136,704.3,1.33,658.6,-45.7,704.3,2839.0,30840.0,38419.0,13.53,2.0,2.82,3.15,11.7,4.85,11.89,10634.0,0.3328,0.4764,0.0,0.004371,14.45,9.09,1.0,1.0,0.0,0.0,102.96,101.6,95.01,1,3.0,78535243,0.0,9,9,True
2025-11-10_Lismore_Race8_1.250276353.parquet,,1.2.0,2025-11-10,06:30:00,Lismore,8,Flat,,1210.0,8,3,1.250276353,0.05,375,375,0,499.0,1.33,658.5,159.5,499.0,9882.0,26571.0,26571.0,2.69,0.0,3.7,4.2,13.51,4.28,7.32,7676.0,0.243,0.6649,0.25,0.002729,6.46,4.65,1.0,1.0,0.25,0.25,101.36,101.71,97.31,1,2.0,90287171,0.0,9,9,True
2025-11-10_Mornington_Race6_1.250247713.parquet,,1.2.0,2025-11-10,05:00:00,Mornington,6,Flat,,1000.0,11,3,1.250247713,0.05,367,367,0,488.4,1.33,432.1,-56.3,488.4,12643.0,72114.0,72114.0,5.7,3.0,2.9,3.1,6.9,2.21,4.45,20781.0,0.1936,0.3233,0.0909,0.003915,6.07,5.13,1.0,1.0,0.0909,0.0909,101.94,102.08,98.18,1,0.0,28437221,0.0,9,9,True
2025-11-10_Mornington_Race7_1.250247721.parquet,,1.2.0,2025-11-10,05:30:00,Mornington,7,Flat,,1200.0,10,3,1.250247721,0.05,525,525,0,699.0,1.33,658.3,-40.8,699.0,15841.0,111295.0,111295.0,7.03,0.0,1.87,2.22,18.72,1.17,2.02,55005.0,0.2012,0.3862,0.2,0.004735,10.05,5.41,1.0,1.0,0.2,0.2,101.83,101.72,98.9,1,1.0,3537145,0.0,9,9,True
2025-11-10_MountIsa_Race5_1.250280469.parquet,,1.2.0,2025-11-10,04:55:00,Mount Isa,5,Flat,,1450.0,7,3,1.250280469,0.05,240,108,132,142.8,1.33,132.2,-10.6,142.8,14958.0,33396.0,40944.0,2.74,4.0,2.9,2.64,8.97,1.07,2.24,14668.0,0.1712,0.328,0.1429,0.004772,3.37,2.22,1.0,1.0,0.1429,0.1429,101.3,101.05,98.97,1,4.0,5301939,1.0,9,9,True
2025-11-23_AscotPark_Race7_1.250829399.parquet,,1.2.0,2025-11-23,03:04:00,Ascot Park,7,Flat,,1200.0,11,3,1.250829399,0.05,45,0,45,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,4.0,91431929,,2,9,False
2025-11-23_Bunbury_Race2_1.250831466.parquet,,1.2.0,2025-11-23,06:53:00,Bunbury,2,Flat,,1685.0,6,3,1.250831466,0.05,45,0,45,0.0,,,,0.0,44058.0,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,1.0,9465510,,2,9,False
2025-11-23_Canberra_Race7_1.250830818.parquet,,1.2.0,2025-11-23,06:05:00,Canberra,7,Flat,,1400.0,16,3,1.250830818,0.05,661,541,120,720.5,1.33,658.5,-62.0,720.5,5566.0,95829.0,102726.0,18.46,1.0,4.3,5.9,37.21,2.86,7.14,26551.0,0.186,0.3448,0.25,0.005647,11.26,6.67,1.0,1.0,0.25,0.25,103.16,102.22,97.39,1,3.0,2458970,0.0,9,9,True
2025-11-23_Canberra_Race8_1.250830823.parquet,,1.2.0,2025-11-23,06:45:00,Canberra,8,Flat,,1000.0,12,3,1.250830823,0.05,808,808,0,1076.6,1.33,658.8,-417.7,1076.6,7384.0,98225.0,98225.0,13.3,7.0,1.87,2.7,44.39,1.69,5.0,41483.0,0.1762,0.3695,0.3334,0.00488,12.62,6.25,1.0,1.0,0.3334,0.3333,101.78,98.99,98.15,1,7.0,91485052,1.0,8,9,False
2025-11-23_Clare_Race8_1.250830780.parquet,,1.2.0,2025-11-23,06:28:00,Clare,8,Flat,,1100.0,12,3,1.250830780,0.05,136,136,0,179.9,1.33,-2.8,-182.7,179.9,19902.0,61427.0,61427.0,3.09,3.0,6.4,5.4,15.62,2.97,9.26,12133.0,0.2155,0.386,0.0,0.005902,5.29,4.55,1.0,1.0,0.0,0.0,103.01,110.36,98.78,0,-1.0,,,8,9,False
2025-11-23_Hobart_Race4_1.250830186.parquet,,1.2.0,2025-11-23,03:10:00,Hobart,4,Flat,,1200.0,18,3,1.250830186,0.05,383,383,0,509.8,1.33,349.2,-160.6,509.8,5112.0,83751.0,83751.0,16.38,5.0,2.34,2.0,14.53,1.69,6.0,50010.0,0.1455,0.2487,0.2222,0.005777,12.59,7.69,1.0,1.0,0.2222,0.2222,101.89,105.87,97.41,1,5.0,90523882,1.0,9,9,True
2025-11-23_Kilmore_Race3_1.250830903.parquet,,1.2.0,2025-11-23,03:20:00,Kilmore,3,Flat,,1600.0,7,3,1.250830903,0.05,722,573,149,763.5,1.33,658.9,-104.5,763.5,5425.0,72278.0,83521.0,15.4,2.0,3.4,4.3,26.47,2.33,6.82,24253.0,0.3026,0.3668,0.0,0.003507,4.63,3.77,1.0,1.0,0.0,0.0,102.28,101.32,98.5,1,5.0,82895863,0.0,9,9,True
2025-11-23_Kilmore_Race5_1.250830919.parquet,,1.2.0,2025-11-23,04:30:00,Kilmore,5,Flat,,1200.0,13,3,1.250830919,0.05,541,541,0,721.6,1.34,658.4,-63.2,721.6,18200.0,134043.0,134043.0,7.37,11.0,2.12,2.46,16.04,1.26,3.45,81448.0,0.2251,0.2927,0.0769,0.007688,21.45,9.09,1.0,1.0,0.0769,0.0769,102.76,102.15,98.39,1,11.0,90568652,1.0,9,9,True
2025-11-23_Kilmore_Race6_1.250830927.parquet,,1.2.0,2025-11-23,05:05:00,Kilmore,6,Flat,,1200.0,13,3,1.250830927,0.05,621,517,104,694.1,1.35,658.5,-35.6,694.1,6851.0,169047.0,178700.0,26.08,4.0,3.2,2.9,9.38,1.84,4.76,81552.0,0.185,0.4063,0.3077,0.006034,6.09,4.76,1.0,1.0,0.3077,0.3077,102.09,102.1,98.46,1,5.0,83313163,0.0,8,9,False
2025-11-23_Kilmore_Race7_1.250830935.parquet,,1.2.0,2025-11-23,05:35:00,Kilmore,7,Flat,,1450.0,9,3,1.250830935,0.05,660,526,134,700.4,1.33,658.7,-41.7,700.4,10536.0,139118.0,146007.0,13.86,1.0,2.78,3.6,29.5,1.65,5.17,50152.0,0.1705,0.3158,0.3333,0.004527,4.56,3.33,1.0,1.0,0.3333,0.3333,101.63,101.11,98.56,1,2.0,53719977,0.0,8,9,False
2025-11-23_Kilmore_Race8_1.250830943.parquet,,1.2.0,2025-11-23,06:10:00,Kilmore,8,Flat,,1600.0,10,3,1.250830943,0.05,374,374,0,497.6,1.33,658.8,161.2,497.6,19909.0,57472.0,57472.0,2.89,1.0,3.9,3.75,3.85,1.61,4.0,12483.0,0.114,0.2841,0.5,0.002539,2.5,2.33,1.0,1.0,0.5,0.5,101.46,101.45,99.08,1,1.0,72096761,1.0,8,9,False
2025-11-23_Kilmore_Race9_1.250830951.parquet,,1.2.0,2025-11-23,06:40:00,Kilmore,9,Flat,,2000.0,12,3,1.250830951,0.05,165,0,165,0.0,,,,0.0,109717.0,,115175.0,1.05,,,,,,,,,,,,,,1.0,1.0,,,,,,1,4.0,1083924,,2,9,False
2025-11-23_Launceston_Race9_1.250863834.parquet,,1.2.0,2025-11-23,10:19:00,Launceston,9,Harness,Pace,2200.0,8,3,1.250863834,0.05,722,478,244,636.4,1.33,518.7,-117.7,636.4,1230.0,12549.0,15566.0,12.66,7.0,2.8,2.96,5.71,3.39,9.56,6624.0,0.2983,0.4898,0.0,0.003364,15.54,10.0,1.0,1.0,0.0,0.0,102.89,101.82,95.46,1,4.0,55458841,0.0,9,9,True
2025-11-23_SwanHill_Race2_1.250828784.parquet,,1.2.0,2025-11-23,03:05:00,Swan Hill,2,Flat,,1200.0,15,3,1.250828784,0.05,96,96,0,126.8,1.34,49.4,-77.5,126.8,25670.0,59457.0,59457.0,2.32,7.0,6.6,5.5,16.67,4.39,23.64,12241.0,0.1945,0.3691,0.1333,0.010366,9.17,4.65,1.0,1.0,0.1333,0.1333,102.99,110.62,98.73,1,12.0,72679517,0.0,9,9,True
2025-11-23_Taree_Race2_1.250827966.parquet,,1.2.0,2025-11-23,03:15:00,Taree,2,Flat,,1005.0,11,3,1.250827966,0.05,157,71,86,93.4,1.33,11.7,-81.7,93.4,75488.0,100460.0,113030.0,1.5,7.0,1.65,1.74,5.45,1.31,3.11,73469.0,0.1893,0.4406,0.2727,0.013608,13.49,6.16,1.0,1.0,0.2727,0.2727,101.03,100.74,98.14,1,7.0,91485110,1.0,9,9,True
2025-11-23_Taree_Race7_1.250827991.parquet,,1.2.0,2025-11-23,06:24:00,Taree,7,Flat,,1005.0,12,3,1.250827991,0.05,628,544,84,724.4,1.33,658.9,-65.5,724.4,1424.0,48181.0,54674.0,38.39,1.0,3.45,4.5,30.43,6.06,21.62,16735.0,0.2531,0.4226,0.1667,0.005839,15.09,11.43,1.0,1.0,0.1667,0.1667,102.84,101.07,93.48,1,1.0,90323539,1.0,9,9,True
2025-11-24_Albury_Race4_1.250863511.parquet,,1.2.0,2025-11-24,04:50:00,Albury,4,Flat,,1400.0,16,3,1.250863511,0.05,202,202,0,268.2,1.33,216.9,-51.3,268.2,12786.0,61609.0,61609.0,4.82,8.0,3.85,3.5,9.09,1.86,5.71,17082.0,0.2192,0.4777,0.2537,0.007044,39.02,9.52,1.0,1.0,0.25,0.25,102.33,103.9,96.94,1,0.0,80438319,0.0,9,9,True
2025-11-24_Albury_Race5_1.250863517.parquet,,1.2.0,2025-11-24,05:30:00,Albury,5,Flat,,1175.0,16,3,1.250863517,0.05,508,508,0,676.3,1.33,658.6,-17.6,676.3,6304.0,52765.0,52765.0,8.37,2.0,2.36,2.38,0.85,1.96,10.08,22351.0,0.2052,0.4354,0.3125,0.0053,31.44,18.52,1.0,1.0,0.3125,0.3125,102.48,106.1,97.17,1,6.0,91485078,0.0,7,9,False
2025-11-24_Albury_Race6_1.250863523.parquet,,1.2.0,2025-11-24,06:10:00,Albury,6,Flat,,1400.0,16,3,1.250863523,0.05,679,555,124,739.0,1.33,658.7,-80.3,739.0,2372.0,69385.0,80205.0,33.81,2.0,2.96,2.64,10.81,2.99,6.92,32550.0,0.2224,0.4257,0.3125,0.00552,23.13,11.11,1.0,1.0,0.3125,0.3125,102.38,102.26,96.15,1,0.0,89669629,0.0,8,9,False
2025-11-24_Albury_Race7_1.250863529.parquet,,1.2.0,2025-11-24,06:50:00,Albury,7,Flat,,1175.0,18,3,1.250863529,0.05,536,536,0,838.6,1.57,654.2,-184.4,838.6,10645.0,79413.0,79413.0,7.46,5.0,3.7,6.0,62.16,2.99,9.52,30856.0,0.2266,0.5117,0.2778,0.004485,10.59,8.0,1.0,1.0,0.2778,0.2778,102.79,100.21,96.86,0,-1.0,,,8,9,False
2025-11-24_Horsham_Race6_1.250900290.parquet,,1.2.0,2025-11-24,06:02:00,Horsham,6,Harness,Trot,2200.0,10,3,1.250900290,0.05,339,85,254,112.1,1.33,82.4,-29.7,112.1,2066.0,8510.0,12541.0,6.07,7.0,2.76,3.35,21.38,9.64,21.38,2679.0,0.2809,0.3634,0.0,0.014841,27.08,14.29,1.0,1.0,0.0,0.0,105.84,104.56,95.2,1,8.0,86586974,0.0,8,9,False
2025-11-24_Menangle_Race6_1.250907536.parquet,,1.2.0,2025-11-24,05:42:00,Menangle,6,Harness,Pace,1609.0,10,3,1.250907536,0.05,472,472,0,628.5,1.33,601.3,-27.2,628.5,1045.0,31488.0,31488.0,30.13,5.0,1.87,2.0,6.95,2.17,11.36,23348.0,0.2644,0.385,0.0,0.006434,76.15,27.78,1.0,1.0,0.0,0.0,102.71,102.46,92.18,1,3.0,82642795,0.0,9,9,True
2025-11-24_Pinjarra_Race1_1.250904296.parquet,,1.2.0,2025-11-24,04:48:00,Pinjarra,1,Harness,Trot,2116.0,11,3,1.250904296,0.05,349,104,245,137.4,1.33,96.7,-40.7,137.4,2789.0,10259.0,12666.0,4.54,10.0,3.3,3.55,7.58,5.87,10.61,2649.0,0.2666,0.4394,0.0,0.009549,21.35,10.61,1.0,1.0,0.0,0.0,103.92,103.36,95.88,1,10.0,90860058,1.0,9,9,True
2025-11-24_Pinjarra_Race8_1.250904310.parquet,,1.2.0,2025-11-24,08:39:00,Pinjarra,8,Harness,Pace,2185.0,11,3,1.250904310,0.05,779,536,243,713.8,1.33,658.5,-55.3,713.8,294.0,18491.0,21821.0,74.22,0.0,4.0,4.3,7.5,5.37,22.5,3471.0,0.292,0.4023,0.0,0.005691,31.5,11.54,1.0,1.0,0.0,0.0,104.71,103.9,93.09,1,8.0,42012122,0.0,9,9,True
2025-11-24_Redcliffe_Race4_1.250904194.parquet,,1.2.0,2025-11-24,08:58:00,Redcliffe,4,Harness,Pace,2040.0,10,3,1.250904194,0.05,778,546,232,727.0,1.33,658.8,-68.3,727.0,1759.0,25067.0,28369.0,16.13,2.0,2.3,2.16,6.09,2.62,26.37,13927.0,0.2522,0.4188,0.1,0.005366,19.93,11.11,1.0,1.0,0.1,0.1,102.98,102.11,97.39,1,2.0,49145367,1.0,9,9,True
2025-11-24_Redcliffe_Race5_1.250904196.parquet,,1.2.0,2025-11-24,09:33:00,Redcliffe,5,Harness,Pace,1780.0,9,3,1.250904196,0.05,738,541,197,720.5,1.33,658.3,-62.2,720.5,343.0,22665.0,24952.0,72.75,7.0,2.64,2.7,2.27,5.03,12.31,6983.0,0.2872,0.4254,0.0,0.004744,29.44,12.31,1.0,1.0,0.0,0.0,103.04,103.17,94.15,1,7.0,45788964,1.0,9,9,True
2025-11-24_Redcliffe_Race6_1.250904198.parquet,,1.2.0,2025-11-24,10:01:00,Redcliffe,6,Harness,Pace,1780.0,9,3,1.250904198,0.05,536,536,0,713.7,1.33,658.7,-55.0,713.7,614.0,13602.0,13602.0,22.15,5.0,2.1,1.76,16.19,4.65,12.0,10920.0,0.2588,0.4175,0.1111,0.005069,31.19,16.67,1.0,1.0,0.1111,0.1111,104.27,106.71,93.77,1,4.0,69465492,0.0,9,9,True
2025-11-24_Redcliffe_Race7_1.250904200.parquet,,1.2.0,2025-11-24,10:26:00,Redcliffe,7,Harness,Pace,2040.0,10,3,1.250904200,0.05,545,545,0,725.8,1.33,658.4,-67.3,725.8,450.0,19378.0,19378.0,43.06,5.0,3.05,4.5,47.54,7.39,33.33,3844.0,0.2602,0.5338,0.2,0.005304,13.37,9.76,1.0,1.0,0.2,0.2,103.06,102.93,93.16,1,5.0,36227966,1.0,9,9,True
2025-11-24_Redcliffe_Race8_1.250904202.parquet,,1.2.0,2025-11-24,10:52:00,Redcliffe,8,Harness,Pace,1780.0,9,3,1.250904202,0.05,730,535,195,712.5,1.33,658.6,-53.9,712.5,4940.0,29811.0,34280.0,6.94,5.0,1.1,1.09,0.91,1.77,4.63,28695.0,0.2027,0.5652,0.1124,0.004867,39.86,35.71,1.0,1.0,0.1111,0.1111,102.13,101.66,97.7,1,5.0,44208776,1.0,8,9,False
2025-11-24_Redcliffe_Race9_1.250904204.parquet,,1.2.0,2025-11-24,11:25:00,Redcliffe,9,Harness,Pace,1780.0,9,3,1.250904204,0.05,749,554,195,737.9,1.33,658.7,-79.2,737.9,527.0,16312.0,17633.0,33.46,6.0,1.82,2.26,24.18,5.04,13.54,5744.0,0.2737,0.3693,0.0,0.00391,77.18,31.03,1.0,1.0,0.0,0.0,103.07,102.97,93.92,1,3.0,91436168,0.0,9,9,True
2025-11-24_Wellington_Race5_1.250863880.parquet,,1.2.0,2025-11-24,05:10:00,Wellington,5,Flat,,1100.0,9,3,1.250863880,0.05,758,665,93,885.8,1.33,658.5,-227.3,885.8,3550.0,84264.0,88993.0,25.07,0.0,2.06,2.16,4.85,2.76,6.8,40784.0,0.3307,0.4424,0.0545,0.004508,17.75,11.43,1.0,1.0,0.0,0.0,101.84,103.89,96.7,1,0.0,90568012,1.0,9,9,True
2025-11-24_Wellington_Race6_1.250863885.parquet,,1.2.0,2025-11-24,05:50:00,Wellington,6,Flat,,1600.0,10,3,1.250863885,0.05,388,243,145,322.9,1.33,233.7,-89.3,322.9,6677.0,50733.0,59582.0,8.92,5.0,4.8,5.6,16.67,3.88,9.62,10444.0,0.2931,0.3887,0.0,0.006701,7.8,6.25,1.0,1.0,0.0,0.0,102.34,100.58,96.81,1,5.0,462282,1.0,9,9,True
2025-11-24_Wellington_Race7_1.250863890.parquet,,1.2.0,2025-11-24,06:30:00,Wellington,7,Flat,,1400.0,12,3,1.250863890,0.05,679,578,101,769.8,1.33,658.7,-111.0,769.8,3824.0,81760.0,86520.0,22.63,1.0,3.8,3.85,1.32,4.29,10.0,30867.0,0.273,0.4205,0.0833,0.005557,13.88,9.09,1.0,1.0,0.0833,0.0833,102.48,101.08,95.93,1,2.0,58099943,0.0,9,9,True
2025-11-25_Ararat_Race5_1.250902836.parquet,,1.2.0,2025-11-25,04:30:00,Ararat,5,Flat,,2200.0,14,3,1.250902836,0.05,332,130,202,172.0,1.33,118.8,-53.3,172.0,13241.0,58531.0,68500.0,5.17,11.0,4.6,3.85,16.3,1.83,2.74,21969.0,0.1864,0.298,0.1429,0.007826,5.61,4.76,1.0,1.0,0.1429,0.1429,102.03,102.37,98.16,1,9.0,59887536,0.0,9,9,True
