file,error,schema_version,race_date,race_time_local,venue,race_number,race_code,race_class,distance_m,runner_count,level_depth_k,market_id,commission_rate,total_snapshots,pre_race_snapshots,in_play_snapshots,pre_race_duration_secs,avg_snapshot_interval_secs,secs_to_off_at_capture_start,secs_to_off_at_last_pre_race,pre_race_window_secs,total_matched_at_start,total_matched_at_off,total_matched_final,liquidity_growth_ratio,fav_runner_idx,fav_price_start,fav_price_end,fav_price_drift_pct,fav_spread_pct_mean,fav_spread_pct_max,fav_traded_vol_total,ob_imbalance_mean_std,ob_imbalance_max_std,microprice_null_rate_mean,mean_ret_std_5s,field_spread_pct_mean,field_spread_pct_median,track_surface_null_rate,track_condition_null_rate,prob_implied_null_rate,secs_since_last_trade_null_rate,back_overround_mean,back_overround_final,lay_overround_mean,result_closed,result_winner_idx,result_winner_selids,winner_was_favourite,checks_passed,checks_total,is_suitable
2025-11-28_Muswellbrook_Race7_1.251021040.parquet,,1.2.0,2025-11-28,06:00:00,Muswellbrook,7,Flat,,1280.0,11,3,1.251021040,0.05,53,53,0,69.5,1.34,658.9,589.5,69.5,1472.0,1532.0,1532.0,1.04,8.0,2.28,2.26,0.88,6.87,7.08,601.0,0.1396,0.3761,0.0806,0.000512,68.64,40.54,1.0,1.0,0.0,0.0,103.42,103.85,87.73,0,-1.0,,,6,9,False
2025-11-28_Muswellbrook_Race8_1.251021045.parquet,,1.2.0,2025-11-28,06:40:00,Muswellbrook,8,Flat,,1000.0,8,3,1.251021045,0.05,498,415,83,552.2,1.33,537.3,-14.9,552.2,3921.0,55073.0,62366.0,15.91,1.0,1.66,1.47,11.45,2.09,7.64,41121.0,0.2851,0.4795,0.1283,0.007545,41.91,13.64,1.0,1.0,0.125,0.125,102.0,103.4,97.41,1,0.0,63296699,0.0,9,9,True
2025-11-28_Pakenham_Race1_1.251021244.parquet,,1.2.0,2025-11-28,07:15:00,Pakenham,1,Flat,,1000.0,12,3,1.251021244,0.05,612,528,84,703.2,1.33,658.8,-44.3,703.2,15224.0,129445.0,137719.0,9.05,1.0,2.5,3.7,48.0,1.2,4.62,62176.0,0.1971,0.2867,0.2295,0.005622,11.0,4.76,1.0,1.0,0.1667,0.1667,102.25,101.87,98.62,1,2.0,91806990,0.0,9,9,True
2025-11-28_Queanbeyan_Race6_1.251021075.parquet,,1.2.0,2025-11-28,05:00:00,Queanbeyan,6,Flat,,1200.0,13,3,1.251021075,0.05,619,519,100,691.2,1.33,656.9,-34.2,691.2,436.0,33830.0,39535.0,90.68,2.0,3.95,4.1,3.8,7.12,32.47,8963.0,0.2382,0.422,0.2308,0.004801,22.83,11.43,1.0,1.0,0.2308,0.2308,103.2,102.37,91.02,1,1.0,53183589,0.0,9,9,True
2025-11-28_Queanbeyan_Race7_1.251021080.parquet,,1.2.0,2025-11-28,05:40:00,Queanbeyan,7,Flat,Cup,1600.0,16,3,1.251021080,0.05,527,527,0,701.6,1.33,658.8,-42.8,701.6,2334.0,51256.0,51256.0,21.96,10.0,2.9,2.2,24.14,3.17,14.55,20757.0,0.2256,0.5043,0.2711,0.006967,23.26,11.76,1.0,1.0,0.25,0.25,102.58,120.75,95.59,1,10.0,91807074,1.0,9,9,True
2025-11-28_Queanbeyan_Race8_1.251021085.parquet,,1.2.0,2025-11-28,06:20:00,Queanbeyan,8,Flat,,2000.0,10,3,1.251021085,0.05,716,537,179,715.0,1.33,658.4,-56.6,715.0,1527.0,51411.0,61172.0,40.06,1.0,4.3,4.0,6.98,4.46,16.28,10734.0,0.292,0.4416,0.1,0.006498,11.3,8.57,1.0,1.0,0.1,0.1,102.3,100.71,96.19,1,2.0,3437045,0.0,9,9,True
2025-11-28_Rockhampton_Race6_1.251100466.parquet,,1.2.0,2025-11-28,04:47:00,Rockhampton,6,Flat,,1600.0,9,3,1.251100466,0.05,53,0,53,0.0,,,,0.0,33819.0,,35383.0,1.05,,,,,,,,,,,,,,1.0,1.0,,,,,,1,7.0,91748023,,2,9,False
2025-11-28_Wodonga_Race5_1.251021383.parquet,,1.2.0,2025-11-28,04:30:00,Wodonga,5,Flat,,1590.0,9,3,1.251021383,0.05,45,0,45,0.0,,,,0.0,91303.0,,91303.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,2.0,90009224,,2,9,False
2025-11-28_Wodonga_Race6_1.251021391.parquet,,1.2.0,2025-11-28,05:10:00,Wodonga,6,Flat,Cup,1590.0,11,3,1.251021391,0.05,557,557,0,741.7,1.33,649.3,-92.5,741.7,12822.0,126471.0,126471.0,9.86,2.0,3.6,3.9,8.33,1.95,4.29,45200.0,0.2537,0.4024,0.0,0.004698,9.04,5.56,1.0,1.0,0.0,0.0,102.67,101.69,98.88,1,9.0,89018859,0.0,9,9,True
2025-11-29_Ascot_Race10_1.251024570.parquet,,1.2.0,2025-11-29,09:42:00,Ascot,10,Flat,,1200.0,20,3,1.251024570,0.05,593,593,0,789.7,1.33,658.4,-131.3,789.7,46706.0,213174.0,213174.0,4.56,6.0,4.3,4.5,4.65,2.57,6.98,63990.0,0.1621,0.3175,0.2,0.003648,6.34,5.0,1.0,1.0,0.2,0.2,102.44,105.73,98.53,1,5.0,78047519,0.0,9,9,True
2025-11-29_Ascot_Race7_1.251024543.parquet,,1.2.0,2025-11-29,07:40:00,Ascot,7,Flat,,1200.0,15,3,1.251024543,0.05,564,564,0,751.2,1.33,658.7,-92.5,751.2,29516.0,175705.0,175705.0,5.95,10.0,3.95,5.1,29.11,2.85,5.0,60053.0,0.1981,0.3051,0.1333,0.00418,6.99,4.76,1.0,1.0,0.1333,0.1333,102.11,107.61,97.98,1,8.0,71342756,0.0,9,9,True
2025-11-29_Ascot_Race8_1.251024552.parquet,,1.2.0,2025-11-29,08:18:00,Ascot,8,Flat,Listed,1400.0,17,3,1.251024552,0.05,553,553,0,736.6,1.33,656.1,-80.6,736.6,30709.0,194025.0,194025.0,6.32,13.0,3.45,3.6,4.35,1.51,2.94,47056.0,0.1747,0.2347,0.0588,0.005838,10.36,7.41,1.0,1.0,0.0588,0.0588,102.12,102.41,98.6,1,4.0,91808596,0.0,9,9,True
2025-11-29_Ascot_Race9_1.251024561.parquet,,1.2.0,2025-11-29,08:59:00,Ascot,9,Flat,,1200.0,9,3,1.251024561,0.05,647,647,0,861.8,1.33,658.6,-203.2,861.8,248015.0,652714.0,652714.0,2.63,0.0,2.3,2.16,6.09,0.94,1.85,362438.0,0.2502,0.4679,0.0,0.003798,4.51,4.55,1.0,1.0,0.0,0.0,101.45,102.03,99.25,1,5.0,60734967,0.0,9,9,True
2025-11-29_Caulfield_Race10_1.251021964.parquet,,1.2.0,2025-11-29,06:40:00,Caulfield,10,Flat,Listed,1400.0,15,3,1.251021964,0.05,514,514,0,684.4,1.33,658.4,-26.1,684.4,55262.0,438963.0,438963.0,7.94,9.0,3.3,3.5,6.06,1.69,3.33,209570.0,0.1587,0.3577,0.2667,0.004605,5.3,4.0,1.0,1.0,0.2667,0.2667,101.88,102.3,99.02,1,0.0,42536814,0.0,9,9,True
2025-11-29_Caulfield_Race5_1.251021918.parquet,,1.2.0,2025-11-29,03:35:00,Caulfield,5,Flat,,2000.0,12,3,1.251021918,0.05,371,371,0,493.6,1.33,658.6,165.0,493.6,61623.0,156666.0,156666.0,2.54,0.0,1.99,1.95,2.01,0.89,2.0,116008.0,0.1723,0.3715,0.1417,0.003687,12.63,4.76,1.0,1.0,0.0833,0.0833,101.84,101.52,98.92,1,0.0,91807580,1.0,9,9,True
2025-11-29_Caulfield_Race8_1.251021945.parquet,,1.2.0,2025-11-29,05:25:00,Caulfield,8,Flat,,2400.0,14,3,1.251021945,0.05,507,507,0,674.9,1.33,658.6,-16.3,674.9,71664.0,420307.0,420307.0,5.86,12.0,2.96,3.5,18.24,1.4,3.17,153300.0,0.2151,0.3558,0.0714,0.005739,7.04,5.41,1.0,1.0,0.0714,0.0714,102.04,103.02,99.1,1,12.0,91807591,1.0,9,9,True
2025-11-29_Caulfield_Race9_1.251021955.parquet,,1.2.0,2025-11-29,06:05:00,Caulfield,9,Flat,Listed,1100.0,12,3,1.251021955,0.05,524,524,0,697.7,1.33,658.4,-39.4,697.7,54017.0,448022.0,448022.0,8.29,5.0,4.2,5.0,19.05,2.28,4.76,111451.0,0.1565,0.3123,0.25,0.003929,3.93,2.86,1.0,1.0,0.25,0.25,101.79,101.62,99.02,1,4.0,3543022,0.0,9,9,True
2025-11-29_Menangle_Race5_1.251103061.parquet,,1.2.0,2025-11-29,09:37:00,Menangle,5,Harness,Pace,1609.0,10,3,1.251103061,0.05,737,737,0,981.9,1.33,658.6,-323.3,981.9,73.0,25135.0,25135.0,344.32,8.0,2.3,2.22,3.48,36.58,139.13,8808.0,0.3243,0.4824,0.0343,0.006745,124.65,28.77,1.0,1.0,0.0,0.0,106.46,113.65,86.85,1,8.0,91749721,1.0,8,9,False
2025-11-29_Menangle_Race6_1.251103064.parquet,,1.2.0,2025-11-29,10:16:00,Menangle,6,Harness,Pace,1609.0,9,3,1.251103064,0.05,732,566,166,753.9,1.33,658.4,-95.5,753.9,509.0,20175.0,22781.0,44.76,8.0,2.8,3.3,17.86,13.79,131.88,8924.0,0.2887,0.38,0.0,0.005754,46.67,14.89,1.0,1.0,0.0,0.0,103.88,102.58,88.21,1,1.0,915600,0.0,8,9,False
2025-11-29_Menangle_Race7_1.251103067.parquet,,1.2.0,2025-11-29,10:53:00,Menangle,7,Harness,Trot,1609.0,6,3,1.251103067,0.05,733,563,170,749.7,1.33,658.8,-90.9,749.7,296.0,24603.0,31287.0,105.7,4.0,1.17,1.15,1.71,9.08,57.26,23120.0,0.2812,0.4591,0.0,0.005771,69.73,45.0,1.0,1.0,0.0,0.0,103.11,104.9,91.57,1,4.0,44449992,1.0,8,9,False
2025-11-29_Menangle_Race8_1.251103070.parquet,,1.2.0,2025-11-29,11:31:00,Menangle,8,Harness,Pace,1609.0,10,3,1.251103070,0.05,550,550,0,732.5,1.33,658.8,-73.7,732.5,70.0,19091.0,19091.0,272.73,1.0,3.05,3.65,19.67,10.94,44.26,8709.0,0.3124,0.4228,0.0,0.004992,42.36,15.79,1.0,1.0,0.0,0.0,106.57,102.42,85.94,1,5.0,56685310,0.0,8,9,False
2025-11-29_Rosehill_Race10_1.251021718.parquet,,1.2.0,2025-11-29,06:55:00,Rosehill,10,Flat,,1400.0,15,3,1.251021718,0.05,570,570,0,759.0,1.33,658.7,-100.3,759.0,13975.0,197245.0,197245.0,14.11,2.0,4.4,4.5,2.27,2.86,7.69,48144.0,0.2124,0.3984,0.3333,0.00824,11.58,3.7,1.0,1.0,0.3333,0.3333,102.01,101.78,98.32,1,8.0,91807248,0.0,8,9,False
2025-11-29_Toowoomba_Race4_1.251081426.parquet,,1.2.0,2025-11-29,09:11:00,Toowoomba,4,Flat,,870.0,15,3,1.251081426,0.05,596,522,74,695.0,1.33,658.8,-36.3,695.0,2385.0,89851.0,96314.0,40.38,3.0,2.82,2.18,22.7,3.53,10.37,50286.0,0.1656,0.2961,0.2667,0.004482,9.72,8.33,1.0,1.0,0.2667,0.2667,102.28,101.2,96.33,0,-1.0,,,8,9,False
2025-11-29_Toowoomba_Race5_1.251081431.parquet,,1.2.0,2025-11-29,09:54:00,Toowoomba,5,Flat,,1100.0,17,3,1.251081431,0.05,545,545,0,725.8,1.33,658.9,-66.9,725.8,1442.0,40898.0,40898.0,28.36,0.0,3.15,3.0,4.76,3.47,9.37,14803.0,0.1875,0.3141,0.1765,0.005236,36.64,18.18,1.0,1.0,0.1765,0.1765,103.38,102.67,94.87,1,5.0,91872816,0.0,9,9,True
2025-11-29_Toowoomba_Race6_1.251081436.parquet,,1.2.0,2025-11-29,10:30:00,Toowoomba,6,Flat,,1625.0,8,3,1.251081436,0.05,688,539,149,717.9,1.33,658.7,-59.2,717.9,4124.0,35522.0,43907.0,10.65,2.0,3.05,5.5,80.33,4.41,11.76,6835.0,0.2518,0.4213,0.125,0.004152,15.97,5.0,1.0,1.0,0.125,0.125,102.34,101.59,97.55,0,-1.0,,,8,9,False
2025-11-29_Toowoomba_Race7_1.251081441.parquet,,1.2.0,2025-11-29,11:06:00,Toowoomba,7,Flat,,1625.0,11,3,1.251081441,0.05,693,545,148,725.8,1.33,658.7,-67.2,725.8,3681.0,49658.0,61409.0,16.68,4.0,2.18,2.92,33.94,2.46,6.19,23621.0,0.2409,0.3159,0.0,0.005366,17.23,12.5,1.0,1.0,0.0,0.0,102.48,101.41,96.58,1,4.0,87249247,1.0,9,9,True
2025-12-01_GlobeDerby_Race10_1.251174417.parquet,,1.2.0,2025-12-01,07:25:00,Globe Derby,10,Harness,Pace,1800.0,9,3,1.251174417,0.05,743,541,202,720.6,1.33,659.0,-61.6,720.6,47.0,13849.0,16754.0,356.47,1.0,2.48,2.36,4.84,5.4,81.45,5852.0,0.2795,0.4064,0.0,0.006075,43.81,16.67,1.0,1.0,0.0,0.0,105.82,105.82,93.74,1,2.0,91496750,0.0,9,9,True
2025-12-01_GlobeDerby_Race8_1.251174413.parquet,,1.2.0,2025-12-01,06:14:00,Globe Derby,8,Harness,Pace,1800.0,8,3,1.251174413,0.05,283,93,190,122.9,1.34,37.1,-85.8,122.9,4554.0,22876.0,25694.0,5.64,2.0,1.48,1.37,7.43,1.68,5.63,16899.0,0.3047,0.3734,0.0,0.027367,25.46,10.0,1.0,1.0,0.0,0.0,102.38,104.21,97.64,1,2.0,9462690,1.0,9,9,True
2025-12-01_GlobeDerby_Race9_1.251174415.parquet,,1.2.0,2025-12-01,06:54:00,Globe Derby,9,Harness,Pace,1800.0,10,3,1.251174415,0.05,610,609,1,811.4,1.33,658.9,-152.5,811.4,287.0,16660.0,16992.0,59.21,9.0,2.94,6.6,124.49,7.8,100.0,4830.0,0.2885,0.3878,0.0,0.006618,61.31,16.67,1.0,1.0,0.0,0.0,104.16,102.62,91.0,1,3.0,58345251,0.0,9,9,True
2025-12-01_Maryborough_Race10_1.251170423.parquet,,1.2.0,2025-12-01,06:42:00,Maryborough,10,Harness,Pace,1690.0,12,3,1.251170423,0.05,712,529,183,706.4,1.34,657.9,-48.6,706.4,2965.0,28696.0,32741.0,11.04,9.0,2.92,3.85,31.85,3.35,8.06,11807.0,0.2631,0.4495,0.0,0.005184,16.53,12.5,1.0,1.0,0.0,0.0,103.48,103.59,95.87,1,10.0,91873286,0.0,9,9,True
2025-12-01_Maryborough_Race9_1.251170421.parquet,,1.2.0,2025-12-01,06:02:00,Maryborough,9,Harness,Pace,2190.0,12,3,1.251170421,0.05,532,532,0,708.5,1.33,658.8,-49.7,708.5,958.0,24857.0,24857.0,25.95,5.0,2.76,2.34,15.22,4.01,10.51,10469.0,0.2498,0.3459,0.0,0.005036,45.31,22.22,1.0,1.0,0.0,0.0,103.33,110.03,93.87,1,4.0,40598130,0.0,9,9,True
2025-12-01_Menangle_Race4_1.251170435.parquet,,1.2.0,2025-12-01,03:52:00,Menangle,4,Harness,Pace,1609.0,10,3,1.251170435,0.05,706,534,172,711.2,1.33,658.4,-52.8,711.2,1106.0,25524.0,27793.0,25.13,2.0,1.56,1.67,7.05,28.8,91.03,16341.0,0.2955,0.5039,0.0002,0.006589,74.28,30.77,1.0,1.0,0.0,0.0,102.84,104.8,82.7,1,9.0,23104857,0.0,8,9,False
2025-12-01_Menangle_Race7_1.251170444.parquet,,1.2.0,2025-12-01,05:42:00,Menangle,7,Harness,Pace,1609.0,10,3,1.251170444,0.05,45,0,45,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,8.0,57882766,,2,9,False
2025-12-01_Menangle_Race8_1.251170447.parquet,,1.2.0,2025-12-01,06:22:00,Menangle,8,Harness,Pace,1609.0,10,3,1.251170447,0.05,384,215,169,285.4,1.33,243.5,-41.9,285.4,1833.0,21752.0,25616.0,13.97,3.0,2.1,2.6,23.81,5.14,13.39,13782.0,0.2741,0.3883,0.0,0.012521,18.2,15.79,1.0,1.0,0.0,0.0,103.73,103.84,94.44,1,5.0,69334282,0.0,9,9,True
2025-12-01_Redcliffe_Race1_1.251170449.parquet,,1.2.0,2025-12-01,07:18:00,Redcliffe,1,Harness,Pace,2040.0,10,3,1.251170449,0.05,758,529,229,704.7,1.33,658.5,-46.2,704.7,12.0,20540.0,26791.0,2232.58,0.0,3.25,4.0,23.08,28.47,121.54,5496.0,0.3134,0.5047,0.0,0.006679,105.96,16.67,1.0,1.0,0.0,0.0,108.38,103.78,81.34,1,9.0,85714715,0.0,8,9,False
2025-12-01_Redcliffe_Race2_1.251170451.parquet,,1.2.0,2025-12-01,07:54:00,Redcliffe,2,Harness,Pace,1780.0,9,3,1.251170451,0.05,551,550,1,732.6,1.33,658.4,-74.2,732.6,525.0,25357.0,26151.0,49.81,0.0,1.94,1.75,9.79,1.61,5.58,15218.0,0.2682,0.4255,0.0923,0.004905,27.6,16.67,1.0,1.0,0.0,0.0,102.72,103.68,96.95,1,0.0,14035362,1.0,9,9,True
2025-12-01_Redcliffe_Race3_1.251170453.parquet,,1.2.0,2025-12-01,08:23:00,Redcliffe,3,Harness,Pace,1780.0,9,3,1.251170453,0.05,736,533,203,709.9,1.33,658.7,-51.2,709.9,686.0,28861.0,33476.0,48.8,0.0,1.87,1.85,1.07,2.05,7.69,17345.0,0.298,0.4613,0.0002,0.008028,24.79,18.18,1.0,1.0,0.0,0.0,102.31,103.68,95.73,1,3.0,27290022,0.0,9,9,True
2025-12-01_Redcliffe_Race4_1.251170455.parquet,,1.2.0,2025-12-01,08:58:00,Redcliffe,4,Harness,Pace,2040.0,9,3,1.251170455,0.05,776,549,227,731.4,1.33,658.7,-72.7,731.4,697.0,36096.0,40326.0,57.86,8.0,2.14,2.76,28.97,4.15,26.13,11948.0,0.2722,0.4529,0.0004,0.007021,23.34,12.5,1.0,1.0,0.0,0.0,102.84,103.27,96.21,1,2.0,22044011,0.0,9,9,True
2025-12-01_Redcliffe_Race5_1.251170457.parquet,,1.2.0,2025-12-01,09:33:00,Redcliffe,5,Harness,Pace,1780.0,9,3,1.251170457,0.05,729,527,202,702.4,1.34,658.4,-44.0,702.4,2062.0,28184.0,33419.0,16.21,5.0,2.7,3.65,35.19,4.78,11.11,7156.0,0.2634,0.4261,0.0093,0.005661,28.8,18.18,1.0,1.0,0.0,0.0,102.73,106.95,96.42,1,8.0,19187098,0.0,9,9,True
2025-12-01_Redcliffe_Race6_1.251170459.parquet,,1.2.0,2025-12-01,10:01:00,Redcliffe,6,Harness,Pace,2040.0,6,3,1.251170459,0.05,544,544,0,724.6,1.33,658.5,-66.1,724.6,2068.0,30984.0,30984.0,14.98,4.0,1.94,1.9,2.06,2.21,7.22,14854.0,0.2726,0.3566,0.0,0.006015,18.19,15.0,1.0,1.0,0.0,0.0,101.86,102.18,97.36,1,4.0,51271756,1.0,9,9,True
2025-12-01_Redcliffe_Race7_1.251170461.parquet,,1.2.0,2025-12-01,10:29:00,Redcliffe,7,Harness,Pace,1780.0,8,3,1.251170461,0.05,726,524,202,697.8,1.33,658.4,-39.4,697.8,864.0,15686.0,20430.0,23.65,3.0,2.38,2.46,3.36,3.01,10.08,7086.0,0.2865,0.4018,0.0,0.005962,40.14,22.9,1.0,1.0,0.0,0.0,103.05,103.81,95.17,1,5.0,13146435,0.0,9,9,True
2025-12-01_Redcliffe_Race8_1.251170463.parquet,,1.2.0,2025-12-01,10:54:00,Redcliffe,8,Harness,Pace,1780.0,9,3,1.251170463,0.05,734,536,198,713.1,1.33,658.6,-54.5,713.1,341.0,16664.0,20749.0,60.85,7.0,2.16,2.4,11.11,4.71,35.42,6958.0,0.2537,0.365,0.0,0.006092,25.09,18.18,1.0,1.0,0.0,0.0,103.25,103.38,93.84,1,7.0,89032940,1.0,9,9,True
2025-12-01_SapphireCoast_Race1_1.251126972.parquet,,1.2.0,2025-12-01,03:05:00,Sapphire Coast,1,Flat,,1000.0,8,3,1.251126972,0.05,694,610,84,812.6,1.33,658.4,-154.3,812.6,2249.0,55412.0,61971.0,27.55,1.0,3.4,3.7,8.82,4.94,10.77,20054.0,0.3472,0.4256,0.0,0.005262,11.48,9.52,1.0,1.0,0.0,0.0,102.22,101.91,94.71,1,7.0,91872320,0.0,9,9,True
2025-12-01_SapphireCoast_Race4_1.251126990.parquet,,1.2.0,2025-12-01,04:50:00,Sapphire Coast,4,Flat,,1400.0,13,3,1.251126990,0.05,628,507,121,675.3,1.33,658.5,-16.8,675.3,1936.0,45494.0,53214.0,27.49,0.0,3.25,3.85,18.46,3.6,8.06,23759.0,0.2626,0.5084,0.1538,0.00538,22.2,11.36,1.0,1.0,0.1538,0.1538,102.65,101.94,95.33,1,0.0,91872326,1.0,9,9,True
2025-12-01_SapphireCoast_Race6_1.251127002.parquet,,1.2.0,2025-12-01,06:10:00,Sapphire Coast,6,Flat,,1200.0,13,3,1.251127002,0.05,560,560,0,746.0,1.33,658.9,-87.1,746.0,2608.0,52630.0,52630.0,20.18,0.0,4.4,5.0,13.64,7.41,19.05,12607.0,0.2497,0.4005,0.1538,0.006585,27.71,11.76,1.0,1.0,0.1538,0.1538,102.74,102.83,94.77,1,7.0,91872337,0.0,9,9,True
2025-12-01_SapphireCoast_Race7_1.251127008.parquet,,1.2.0,2025-12-01,06:50:00,Sapphire Coast,7,Flat,,1200.0,18,3,1.251127008,0.05,689,689,0,918.2,1.33,659.0,-259.2,918.2,9388.0,60889.0,60889.0,6.49,9.0,4.5,4.8,6.67,5.8,11.36,12623.0,0.1841,0.3306,0.3333,0.003806,17.92,8.7,1.0,1.0,0.3333,0.3333,102.52,105.42,95.72,1,8.0,83080242,0.0,8,9,False
2025-12-01_Taree_Race4_1.251126951.parquet,,1.2.0,2025-12-01,04:00:00,Taree,4,Flat,,1005.0,8,3,1.251126951,0.05,611,528,83,703.0,1.33,658.7,-44.3,703.0,4078.0,68908.0,76457.0,18.75,3.0,1.86,2.28,22.58,2.26,6.14,40583.0,0.2774,0.4094,0.125,0.008547,31.13,9.68,1.0,1.0,0.125,0.125,101.81,101.86,96.99,1,3.0,91061065,1.0,9,9,True
2025-12-01_Taree_Race7_1.251126966.parquet,,1.2.0,2025-12-01,05:50:00,Taree,7,Flat,,1408.0,12,3,1.251126966,0.05,263,263,0,349.6,1.33,658.7,309.2,349.6,3239.0,8344.0,8344.0,2.58,2.0,2.76,2.54,7.97,2.81,5.88,4830.0,0.24,0.4016,0.0,0.003635,22.72,17.24,1.0,1.0,0.0,0.0,102.63,102.65,92.79,1,8.0,91872204,0.0,9,9,True
2025-12-02_MountGambier_Race1_1.251211858.parquet,,1.2.0,2025-12-02,07:50:00,Mount Gambier,1,Harness,Pace,1780.0,9,3,1.251211858,0.05,344,150,194,198.8,1.33,51.9,-146.9,198.8,7412.0,15021.0,17371.0,2.34,4.0,4.1,4.7,14.63,3.47,5.0,2549.0,0.1809,0.2449,0.0,0.007121,44.75,5.0,1.0,1.0,0.0,0.0,102.2,104.85,97.57,1,6.0,42218065,0.0,9,9,True
2025-12-02_Young_Race4_1.251211730.parquet,,1.2.0,2025-12-02,07:37:00,Young,4,Harness,Pace,1720.0,9,3,1.251211730,0.05,45,0,45,0.0,,,,0.0,17966.0,,17966.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,5.0,46346088,,2,9,False
2025-12-03_Belmont_Race6_1.251219110.parquet,,1.2.0,2025-12-03,09:00:00,Belmont,6,Flat,,1300.0,18,3,1.251219110,0.05,521,521,0,693.9,1.33,658.7,-35.2,693.9,16252.0,70061.0,70061.0,4.31,1.0,4.4,6.0,36.36,2.8,6.67,12556.0,0.1994,0.3349,0.1111,0.005167,14.17,9.09,1.0,1.0,0.1111,0.1111,103.18,100.03,97.72,1,7.0,79294217,0.0,9,9,True
2025-12-03_Belmont_Race7_1.251219119.parquet,,1.2.0,2025-12-03,09:40:00,Belmont,7,Flat,,1400.0,19,3,1.251219119,0.05,555,555,0,739.1,1.33,658.8,-80.3,739.1,11681.0,114667.0,114667.0,9.82,2.0,3.05,4.5,47.54,2.32,6.67,33931.0,0.2131,0.3979,0.1814,0.004155,18.86,7.69,1.0,1.0,0.1579,0.1579,102.52,104.58,97.6,1,3.0,88611528,0.0,9,9,True
2025-12-03_Caulfield_Race3_1.251216253.parquet,,1.2.0,2025-12-03,05:50:00,Caulfield,3,Flat,,1600.0,8,3,1.251216253,0.05,589,589,0,784.5,1.33,656.5,-128.0,784.5,21177.0,246044.0,246044.0,11.62,1.0,2.16,2.42,12.04,1.05,3.15,125465.0,0.222,0.2852,0.0,0.004424,4.68,4.0,1.0,1.0,0.0,0.0,101.45,106.84,98.8,1,3.0,82079437,0.0,9,9,True
2025-12-03_Caulfield_Race6_1.251216280.parquet,,1.2.0,2025-12-03,07:30:00,Caulfield,6,Flat,,1200.0,15,3,1.251216280,0.05,523,523,0,741.6,1.42,658.7,-82.9,741.6,17300.0,122027.0,122027.0,7.05,9.0,4.1,3.8,7.32,2.15,4.88,31228.0,0.1824,0.3571,0.2669,0.004902,14.4,4.55,1.0,1.0,0.2667,0.2667,102.14,101.68,98.66,1,10.0,84911405,0.0,9,9,True
2025-12-03_Caulfield_Race7_1.251216289.parquet,,1.2.0,2025-12-03,08:00:00,Caulfield,7,Flat,,1800.0,14,3,1.251216289,0.05,532,532,0,708.6,1.33,658.9,-49.6,708.6,28459.0,174605.0,174605.0,6.14,1.0,1.69,1.54,8.88,0.77,3.25,127993.0,0.192,0.3339,0.2857,0.006957,10.19,6.67,1.0,1.0,0.2857,0.2857,101.58,102.42,98.99,1,1.0,2164713,1.0,9,9,True
2025-12-03_Caulfield_Race8_1.251216298.parquet,,1.2.0,2025-12-03,08:30:00,Caulfield,8,Flat,,1600.0,12,3,1.251216298,0.05,645,509,136,671.1,1.32,658.8,-12.3,671.1,13202.0,119735.0,156719.0,11.87,0.0,2.58,2.78,7.75,1.13,3.45,45592.0,0.181,0.4124,0.4167,0.003882,3.58,2.33,1.0,1.0,0.4167,0.4167,101.32,101.15,98.91,1,5.0,3378387,0.0,8,9,False
2025-12-03_Launceston_Race1_1.251214874.parquet,,1.2.0,2025-12-03,06:29:00,Launceston,1,Flat,,1100.0,4,3,1.251214874,0.05,616,524,92,691.7,1.32,659.3,-32.4,691.7,4264.0,106254.0,109877.0,25.77,2.0,3.0,2.94,2.0,2.45,5.0,57606.0,0.2862,0.3707,0.0,0.004237,6.5,3.23,1.0,1.0,0.0,0.0,101.14,100.69,98.12,1,0.0,66294946,0.0,9,9,True
2025-12-03_Launceston_Race4_1.251214892.parquet,,1.2.0,2025-12-03,08:10:00,Launceston,4,Flat,,1200.0,9,3,1.251214892,0.05,430,329,101,437.8,1.33,377.9,-59.9,437.8,6937.0,68465.0,73783.0,10.64,4.0,3.35,2.96,11.64,1.96,4.55,31974.0,0.2527,0.3418,0.0,0.006226,6.97,4.76,1.0,1.0,0.0,0.0,101.88,101.62,98.05,1,3.0,84181723,0.0,9,9,True
2025-12-03_Launceston_Race6_1.251214904.parquet,,1.2.0,2025-12-03,09:20:00,Launceston,6,Flat,,1600.0,11,3,1.251214904,0.05,523,523,0,696.5,1.33,658.8,-37.7,696.5,8608.0,94297.0,94297.0,10.95,7.0,2.58,2.74,6.2,2.24,9.77,47865.0,0.2521,0.3994,0.0909,0.0065,19.04,8.0,1.0,1.0,0.0909,0.0909,102.37,104.56,97.35,1,6.0,92087552,0.0,9,9,True
