Episode,Step,Balance,Num_Trades,Realized_PnL,Green_Up_PnL,Commission_Paid,Commission_Rate,No_Trade_Streak,No_Trade_Penalty,Had_Trades,Max_Drawdown,MTM_Reward,Sharpe_Reward,Depth_Violations,Volatility_Violations,Stale_Market_Violations,Suspended_Violations,Back_Trades,Lay_Trades,Back_Exposure,Lay_Exposure,Mid_Race_PnL
146,87424,758.20325,330,-241.79675,-241.79675,1.7472243,0.05,0,0.0,True,24.179674,-0.5725095,-0.9083894424885509,68,201,746,0,223,107,567.79364,500.20514,-1.1118358
147,87985,848.3313,55,-151.6687,-151.6687,0.0,0.05,0,0.0,True,15.16687,-0.6755458,-0.3397672559320925,18,98,1817,1,17,38,70.65301,971.0791,-0.2746732
148,88508,986.72,19,-13.280029,-13.280029,0.13213232,0.05,0,0.0,True,1.3280029,-0.099514164,-0.19708768524400597,10,139,1279,0,2,17,9.038715,1179.6749,-8.457784
149,89044,952.6487,225,-47.35132,-47.35132,1.8573456,0.05,0,0.0,True,4.7351317,-0.30205852,-0.8180385602265597,146,223,138,1,70,155,334.6171,3703.747,-30.783493
150,89550,934.2472,94,-65.75281,-65.75281,0.07611747,0.05,0,0.0,True,6.57528,-0.22209166,-0.3531748166680339,23,62,1199,1,25,69,37.737328,1170.7001,-13.001552
151,89925,998.755,45,-1.2449951,-1.2449951,0.34282452,0.05,0,0.0,True,0.124499515,-0.071661,-0.2145802602246766,17,25,1293,1,20,25,143.05142,859.7177,-0.01263997
152,90442,940.5009,12,-59.499084,-59.499084,0.14925681,0.05,0,0.0,True,5.9499083,-0.30403405,-0.19006749436259268,15,77,1571,1,1,11,22.574036,996.23755,0.0
153,90982,802.5397,313,-197.46033,-197.46033,2.8390992,0.05,0,0.0,True,19.746033,-1.5878842,-1.026252117529512,68,107,1314,0,221,92,558.30383,708.6737,-5.4449463
154,91527,941.6079,540,-58.39209,-58.39209,1.4099524,0.05,0,0.0,True,5.839209,-0.73228335,-1.520115993171931,193,81,958,0,229,311,935.08435,7729.278,-74.49753
155,91835,989.7432,114,-10.256775,-10.256775,0.79098094,0.05,0,0.0,True,1.0256774,-0.11143927,-0.417264309376478,32,25,890,1,55,59,352.60242,865.5549,-2.7806213
156,92407,981.7119,35,-18.288086,-18.288086,0.014067407,0.05,0,0.0,True,1.8288085,-0.02866195,-0.28047875083982937,96,116,348,0,8,27,4.937955,1112.0813,-2.365952
157,92946,884.2321,11,-115.76788,-115.76788,0.06302304,0.05,0,0.0,True,11.576788,-0.15696368,-0.19141145147383212,16,131,1246,0,1,10,38.453568,1025.7205,0.0
158,94817,955.8364,38,-44.163574,-44.163574,0.00384219,0.05,0,0.0,True,4.4163575,-0.10834957,-0.3239976128591049,48,158,10522,0,7,31,20.572489,1097.5216,-9.734494
159,95336,932.5709,548,-67.42908,-67.42908,2.638981,0.05,0,0.0,True,6.742908,-0.17408553,-1.330750807523727,43,21,547,0,285,263,627.588,2188.8171,-12.257875
160,95869,844.10034,603,-155.89966,-155.89966,0.056000292,0.05,0,0.0,True,15.589966,-2.4196076,-1.6155960119425163,234,95,3058,1,288,315,1572.1819,5035.163,-155.89964
161,96415,954.76996,33,-45.23004,-45.23004,0.058417935,0.05,0,0.0,True,4.523004,-0.3671547,-0.2735030882805585,46,210,1452,0,15,18,156.1314,1161.3878,-14.431278
162,97029,1010.28564,22,10.285645,10.285645,1.0421301,0.05,0,0.0,True,-1.0285645,-0.061580796,-0.2394551105052233,28,200,773,0,1,21,0.90696377,1047.9612,-0.26675403
163,97553,995.4677,68,-4.5322876,-4.5322876,1.0930055,0.05,0,0.0,True,0.45322877,-0.026395516,-0.35374840772588556,39,58,921,0,22,46,52.4736,1064.2648,-0.54684067
164,98078,961.6819,58,-38.318115,-38.318115,1.4617171,0.05,0,0.0,True,3.8318117,-0.19196576,-0.3793209388852119,69,183,1718,1,13,45,71.03241,1366.7684,-10.400842
165,98635,997.53107,9,-2.468933,-2.468933,0.19252221,0.05,0,0.0,True,0.24689332,-0.06439739,-0.12519640453159817,7,122,2057,1,0,9,0.0,1187.178,0.0
166,99189,997.23224,115,-2.7677612,-2.7677612,1.9755064,0.05,0,0.0,True,0.27677613,-0.16313118,-0.514016018877241,139,1,90,0,50,65,183.62497,896.34766,-1.2970587
167,99722,987.19025,26,-12.809753,-12.809753,0.034475368,0.05,0,0.0,True,1.2809753,-0.0799955,-0.2963876347243787,38,113,936,1,4,22,25.750244,1095.0089,-2.454122
168,100246,918.37714,152,-81.62286,-81.62286,0.31988373,0.05,0,0.0,True,8.162286,-0.07967744,-0.5935324740409849,53,58,918,0,52,100,195.63113,1677.8578,-6.2326894
169,100821,989.206,37,-10.794006,-10.794006,1.0041316,0.05,0,0.0,True,1.0794007,-0.043018855,-0.23994726434350017,12,53,273,1,8,29,82.025665,1086.3904,-0.7399745
170,101022,972.3211,152,-27.678894,-27.678894,0.2069371,0.05,0,0.0,True,2.7678895,-0.12380623,-0.4363783409446479,54,28,373,1,72,80,328.40665,1544.3939,-5.6032963
171,101645,947.46576,209,-52.53424,-52.53424,1.5439976,0.05,0,0.0,True,5.253424,-0.17032777,-0.45472805343568307,12,57,540,0,132,77,417.49197,1038.3763,-1.426368
172,102178,994.04315,88,-5.956848,-5.956848,0.21489277,0.05,0,0.0,True,0.5956848,-0.02120872,-0.22818546548485757,6,152,716,1,10,78,7.2077265,1101.4689,-0.9394844
173,103013,990.24866,58,-9.751343,-9.751343,0.1775364,0.05,0,0.0,True,0.9751343,-0.011397216,-0.35213035663224274,43,144,1084,1,12,46,10.735499,1047.922,-0.4418935
174,103537,881.24963,360,-118.75037,-118.75037,0.029659728,0.05,0,0.0,True,11.875036,-0.26690745,-1.2497955375164758,653,157,1081,0,111,249,598.81134,7866.1514,-22.24973
175,104083,985.03864,28,-14.961365,-14.961365,0.5992507,0.05,0,0.0,True,1.4961364,-0.44638917,-0.25597198463835574,35,67,1377,0,13,15,46.07342,967.6381,-0.88628435
176,104643,899.4581,475,-100.54187,-100.54187,1.214846,0.05,0,0.0,True,10.054187,-0.70129234,-1.0491913183033474,336,84,605,0,280,195,550.36505,1373.7751,-13.60717
177,105168,1002.4309,16,2.4309082,2.4309082,0.47145408,0.05,0,0.0,True,-0.24309081,-0.0275542,-0.21045091106454583,34,70,519,0,0,16,0.0,1067.6755,0.0
178,105712,957.6724,18,-42.327576,-42.327576,0.0,0.05,0,0.0,True,4.2327576,-0.042748958,-0.15272382274270058,17,208,2084,1,0,18,0.0,1030.3585,0.0
179,106243,854.18195,17,-145.81805,-145.81805,0.0,0.05,0,0.0,True,14.581805,-0.4883306,-0.1689578483998775,13,160,1322,0,5,12,83.6752,928.34656,0.0
180,106774,1002.6949,28,2.6948853,2.6948853,0.29077,0.05,0,0.0,True,-0.2694885,-0.03451368,-0.2963588883727789,167,119,1020,1,5,23,11.05803,1005.8055,-0.49597496
181,107292,928.57855,25,-71.42145,-71.42145,0.0,0.05,0,0.0,True,7.142144,-0.46375751,-0.19263057664036745,16,120,2694,1,11,14,151.879,1132.7866,-32.74776
182,107782,995.1187,115,-4.8812866,-4.8812866,0.0,0.05,0,0.0,True,0.48812866,-0.8778448,-0.3301502731442451,15,3,5649,1,58,57,177.48514,1145.5751,-4.8813405
183,108308,936.70447,42,-63.295532,-63.295532,0.18970138,0.05,0,0.0,True,6.3295536,-0.41717988,-0.2705227220803499,17,71,1385,0,17,25,299.57898,822.498,-3.017406
184,108808,993.82965,62,-6.170349,-6.170349,0.29745796,0.05,0,0.0,True,0.6170349,-0.06634127,-0.5382160247536796,155,16,1033,0,17,45,42.618923,1202.7081,-4.054674
185,109376,1001.3899,33,1.3898926,1.3898926,0.7359243,0.05,0,0.0,True,-0.13898925,-0.025239548,-0.2555329513768189,37,95,109,1,12,21,108.07127,1122.0826,-1.2666667
186,109890,988.1395,41,-11.860474,-11.860474,0.32997262,0.05,0,0.0,True,1.1860474,-0.03782279,-0.354426479563117,47,60,385,1,12,29,60.57655,1183.4822,-1.3231728
187,109969,974.36444,58,-25.63556,-25.63556,0.0,0.05,0,0.0,True,2.563556,-0.08195182,-0.3583183868800758,43,0,146,1,15,43,60.37501,1317.9481,-5.4013443
188,110505,1010.1208,19,10.120789,10.120789,0.82625866,0.05,0,0.0,True,-1.0120789,-0.041408725,-0.24727359423347822,31,0,18,0,3,16,94.86644,1490.8558,-5.3563166
189,111008,850.80994,408,-149.19006,-149.19006,0.025233923,0.05,0,0.0,True,14.919006,-0.9702949,-1.156671710908413,139,50,1347,1,153,255,570.3107,1539.7362,-56.578045
190,111545,924.216,23,-75.784,-75.784,0.14652078,0.05,0,0.0,True,7.5783997,-0.20543033,-0.16127825118601322,27,203,1055,0,7,16,120.23404,1080.5718,-11.94713
191,112095,980.5247,80,-19.47528,-19.47528,1.4657923,0.05,0,0.0,True,1.9475281,-0.14140944,-0.5116445473784572,444,57,560,0,28,52,103.33184,2205.3735,-12.042525
192,112795,1001.6622,10,1.6621704,1.6621704,0.31744802,0.05,0,0.0,True,-0.16621704,-0.009856282,-0.16011268772184847,10,61,359,1,0,10,0.0,1105.512,0.0
193,113380,989.48157,45,-10.518433,-10.518433,0.07623402,0.05,0,0.0,True,1.0518433,-0.06102378,-0.40262945714018417,122,80,1535,0,7,38,28.363852,1379.9148,-3.6085734
194,113961,985.6834,7,-14.316589,-14.316589,0.03239424,0.05,0,0.0,True,1.431659,-0.04131776,-0.15863894999027253,13,51,2164,1,0,7,0.0,1027.7411,0.0
195,114489,939.2806,56,-60.71942,-60.71942,0.7948899,0.05,0,0.0,True,6.0719423,-0.15595904,-0.5323143661767246,103,77,1221,0,20,36,177.96869,1412.9556,-8.193384
196,115015,1000.32446,15,0.3244629,0.3244629,0.39666212,0.05,0,0.0,True,-0.032446288,-0.038066763,-0.14503115721046927,25,235,669,1,1,14,87.3291,924.6235,0.0
197,115544,954.29504,82,-45.704956,-45.704956,0.44849452,0.05,0,0.0,True,4.5704956,-0.15264049,-0.34300992965698246,55,74,2092,1,47,35,229.77313,948.1654,-1.5982375
198,116057,1004.64496,112,4.6449585,4.6449585,2.5092218,0.05,0,0.0,True,-0.46449584,-0.15122215,-1.4893509993702176,562,5,1179,1,76,36,939.2439,1531.8901,-15.520732
199,116590,990.7237,85,-9.276306,-9.276306,0.14010066,0.05,0,0.0,True,0.9276306,-0.46339422,-0.4258907410502434,61,105,1157,0,29,56,112.47738,952.99225,-2.917459
200,117122,1001.6560540084755,8,1.6560540084755075,1.6560540084755075,0.20768308499794208,0.05,0,0.0,True,-0.16560540084755077,-0.1503852,-0.14941596819398084,22,201,1199,0,0,8,0.0,1040.4966,0.0
201,117668,983.9801,20,-16.019897,-16.019897,0.018513177,0.05,0,0.0,True,1.6019897,-0.047935862,-0.3929369824140441,132,78,3240,1,0,20,0.0,1023.68054,0.0
202,118181,1015.3513,60,15.351318,15.351318,2.8963928,0.05,0,0.0,True,-1.5351319,-0.07269883,-0.5712825006991626,149,5,1174,1,44,16,724.35175,286.17868,-0.1242635
203,118445,929.6642,48,-70.335815,-70.335815,0.12746902,0.05,0,0.0,True,7.0335813,-0.14574388,-0.2748503792285919,26,75,503,1,17,31,23.493383,1010.1316,-0.38480178
204,118961,997.3833,57,-2.6166992,-2.6166992,0.44403246,0.05,0,0.0,True,0.26166993,-0.03823981,-0.42373872184093997,83,44,617,0,9,48,13.962527,1400.5209,-3.7607574
205,119466,1013.68713,343,13.687134,13.687134,2.6536493,0.05,0,0.0,True,-1.3687134,-0.1573214,-0.7538885086774829,20,87,150,0,119,224,319.22308,2029.3739,-6.0201416
206,120002,716.2146,357,-283.7854,-283.7854,2.6512456,0.05,0,0.0,True,28.37854,-2.1155176,-0.9276396904140701,7,168,2259,0,130,227,516.39343,1594.7614,-46.243946
207,120510,992.61456,15,-7.385437,-7.385437,0.029579785,0.05,0,0.0,True,0.7385437,-0.018089784,-0.2552141044567463,55,77,1113,1,3,12,94.78738,936.8366,0.0
208,121093,1001.19574,23,1.1957397,1.1957397,0.33718878,0.05,0,0.0,True,-0.11957397,-0.02660725,-0.25548761524260044,27,41,238,1,4,19,20.17657,1064.7125,-0.31919742
209,121680,1021.8519,13,21.851929,21.851929,1.2276635,0.05,0,0.0,True,-2.1851928,-0.013515128,-0.18915868125855922,27,158,200,1,2,11,88.248375,911.2284,0.0
210,122264,988.8365,39,-11.163513,-11.163513,0.8730323,0.05,0,0.0,True,1.1163514,-0.0411585,-0.3207630410045385,17,17,7,1,13,26,213.92879,859.0713,-0.7756746
211,122775,1002.30817,30,2.3081665,2.3081665,0.49253136,0.05,0,0.0,True,-0.23081666,-0.02567901,-0.23298685208074987,28,237,260,1,7,23,59.60357,1225.6233,-1.9362016
212,123002,994.2599,7,-5.7401123,-5.7401123,0.4082113012609374,0.05,0,0.0,True,0.5740112,-0.012062625,-0.11347371563315391,3,23,0,1,1,6,45.199547,1440.0,0.0
213,123530,1026.824,16,26.823975,26.823975,1.4592702,0.05,0,0.0,True,-2.6823976,-0.026150633,-0.2749915006768276,71,85,623,1,3,13,88.048874,940.129,0.0
214,124076,977.01514,129,-22.984863,-22.984863,0.93999517,0.05,0,0.0,True,2.2984865,-0.16699113,-0.8290442626990336,878,102,1226,0,26,103,307.6796,3008.0076,-18.762486
215,124610,990.6901,18,-9.3098755,-9.3098755,0.006760219,0.05,0,0.0,True,0.9309876,-0.010784308,-0.19296867303550255,19,93,635,1,3,15,2.6391797,1000.73303,0.0
216,125129,987.74426,19,-12.255737,-12.255737,0.046782617,0.05,0,0.0,True,1.2255738,-0.09126232,-0.2854116993397475,77,62,3024,0,2,17,37.39591,1214.0061,-4.522944
217,125204,997.9936,18,-2.0064087,-2.0064087,0.2565803,0.05,0,0.0,True,0.20064087,-0.017306328,-0.15134687185287476,11,0,103,1,2,16,16.133795,1013.17175,0.0
218,125593,742.6926,430,-257.30737,-257.30737,0.0,0.05,0,0.0,True,25.730738,-1.3117797,-1.1567884697765114,461,55,1884,1,94,336,404.12448,8761.952,-106.83006
219,126130,972.62805,30,-27.371948,-27.371948,0.4811155,0.05,0,0.0,True,2.7371948,-0.057998803,-0.2087328270077705,10,56,1258,0,6,24,92.011604,926.2758,-0.15715942
220,126643,999.97894,52,-0.021057129,-0.021057129,0.36878508,0.05,0,0.0,True,0.002105713,-0.07494897,-0.3530383905768394,24,52,0,1,15,37,65.24753,1307.0319,-2.3306932
221,127136,909.9668,274,-90.0332,-90.0332,0.0,0.05,0,0.0,True,9.003321,-0.44548228,-1.4698656234145167,76,45,2459,1,148,126,499.14926,998.87976,-19.6833
222,127668,1042.9106,18,42.910645,42.910645,2.258457,0.05,0,0.0,True,-4.2910643,-0.09726621,-0.35200605470931845,78,51,584,0,3,15,77.14957,925.74835,0.0
223,128204,992.5649651621827,5,-7.435034837817284,-7.435034837817284,0.07008990246769138,0.05,0,0.0,True,0.7435034837817284,-0.04669236275609727,-0.1134737133111486,5,135,4231,1,0,5,0.0,1200.0,0.0
224,128756,760.0159,263,-239.98407,-239.98407,1.1536962,0.05,0,0.0,True,23.998407,-1.195966,-0.7541290576010945,24,97,2720,0,146,117,422.5557,612.3019,-0.7809065
225,129281,992.84735,142,-7.152649,-7.152649,0.94966155,0.05,0,0.0,True,0.7152649,-0.09610072,-0.33947139903903023,5,93,165,1,75,67,306.39664,955.2831,-0.8489129
226,129611,928.3235,289,-71.67651,-71.67651,0.4481673,0.05,0,0.0,True,7.1676517,-0.16128105,-0.964544245675206,46,21,0,0,149,140,662.7503,1039.5071,-5.0041947
227,130130,725.2372,53,-274.76282,-274.76282,0.0,0.05,0,0.0,True,27.47628,-0.8512856,-0.27283395268023003,15,87,4600,0,29,24,436.18347,900.7489,-0.47408608
228,130706,992.01154,13,-7.9884644,-7.9884644,0.0,0.05,0,0.0,True,0.7988464,-0.039857145,-0.16206140995000626,22,87,1628,0,1,12,11.316387,997.9452,0.0
229,131219,993.89685,14,-6.1031494,-6.1031494,0.26565552,0.05,0,0.0,True,0.61031497,-0.014358362,-0.16293506465852262,5,44,18,1,2,12,30.852892,1032.3832,0.0
230,131747,982.81226,40,-17.187744,-17.187744,0.4510221,0.05,0,0.0,True,1.7187744,-0.040952604,-0.3040290585905313,30,76,1215,0,6,34,54.482414,1038.4036,-1.2175757
231,132299,960.0994,18,-39.900574,-39.900574,0.22582367,0.05,0,0.0,True,3.9900575,-0.09672433,-0.1477527131140232,10,143,2469,0,6,12,12.322591,1004.0225,-0.80319315
232,132889,994.7205,275,-5.27948,-5.27948,3.7536597,0.05,0,0.0,True,0.527948,-0.172092,-0.7155426889657971,23,30,390,0,134,141,354.56302,699.12616,-0.3558781
233,133452,999.17194,88,-0.82806396,-0.82806396,1.4964671,0.05,0,0.0,True,0.0828064,-0.10024659,-0.42237652406096465,33,39,958,1,30,58,249.34268,1583.6824,-5.428801
234,134164,896.30396,62,-103.696045,-103.696045,0.9745859,0.05,0,0.0,True,10.369605,-0.1739197,-0.4382422679356026,43,100,1577,0,39,23,408.0361,793.0282,-5.570945
235,134683,962.46906,66,-37.530945,-37.530945,0.0,0.05,0,0.0,True,3.7530944,-0.5702176,-0.4303513655725007,170,77,2386,1,28,38,117.04854,1317.2836,-37.530922
236,135210,963.2836,75,-36.71637,-36.71637,0.14380533,0.05,0,0.0,True,3.6716368,-0.16458833,-0.7364340138435356,544,43,928,1,22,53,157.57791,1629.561,-20.184849
237,135850,960.5137,127,-39.48633,-39.48633,0.6079565,0.05,0,0.0,True,3.9486327,-0.093263716,-0.3862783147394658,4,5,559,0,27,100,152.73434,927.4795,-1.566869
238,136485,963.1034,217,-36.896606,-36.896606,5.229783,0.05,0,0.0,True,3.6896605,-0.10568799,-1.3717760727554562,71,6,117,0,100,117,427.51242,1014.3077,-5.6206827
239,137015,991.06116,14,-8.938843,-8.938843,0.0037998192,0.05,0,0.0,True,0.89388424,-0.029514965,-0.15008026205003264,8,37,5380,1,3,11,2.9698453,1002.2976,0.0
240,137719,912.82947,526,-87.17053,-87.17053,0.013410034,0.05,0,0.0,True,8.717053,-0.35297766,-1.1677046260982755,21,74,810,0,321,205,810.8728,681.44836,-2.8983126
241,140265,992.29095,47,-7.7090454,-7.7090454,0.11231321,0.05,0,0.0,True,0.77090454,-0.053485602,-0.3287877665460112,56,132,15903,1,17,30,36.32554,1065.2872,-1.77647
242,140880,956.759,444,-43.241028,-43.241028,0.4190622,0.05,0,0.0,True,4.324103,-0.1653019,-1.2165085709404628,11,105,1087,0,126,318,310.40363,1309.1559,-7.9201837
243,141427,954.2784,240,-45.72162,-45.72162,0.21983406,0.05,0,0.0,True,4.572162,-0.100107305,-0.6014827078580857,0,84,790,0,50,190,207.99681,962.8225,-2.922472
244,141934,1027.127008804465,6,27.12700880446505,27.12700880446505,1.5926511848953293,0.05,0,0.0,True,-2.712700880446505,-0.005861681944064301,-0.11347371331114858,7,108,4,1,0,6,0.0,1440.0,0.0
245,142478,995.0718430273973,12,-4.928156972602665,-4.928156972602665,0.12016886329244397,0.05,0,0.0,True,0.49281569726026647,-0.014070924121692394,-0.16247174844939818,28,24,313,1,1,11,33.74592000000002,1028.1216000000002,0.0
246,143133,990.0128,50,-9.987183,-9.987183,0.31949407,0.05,0,0.0,True,0.99871826,-0.05792728,-0.9199100604074756,1475,42,802,0,11,39,94.29245,1227.0801,-7.700739
247,145062,1000.0079,26,0.007873535,0.007873535,0.18007985,0.05,0,0.0,True,-0.0007873535,-0.019497668,-0.26410443487522584,62,76,1556,1,2,24,3.5547593,1059.7089,-0.18127368
248,145629,995.2955,19,-4.704529,-4.704529,0.7794477,0.05,0,0.0,True,0.4704529,-0.23414703,-0.2776077304118461,61,109,2375,0,3,16,6.5153666,1002.8605,0.0
249,146121,957.84607,22,-42.15393,-42.15393,0.0,0.05,0,0.0,True,4.215393,-0.062393274,-0.3069359809219938,41,77,415,0,2,20,5.812581,1015.953,-1.3372881
250,146622,1028.9391,229,28.939087,28.939087,1.6910087,0.05,0,0.0,True,-2.8939087,-0.08080501,-0.43300964554982535,8,96,336,1,65,164,166.53711,889.70624,-0.17900024
251,147142,1004.18634,15,4.1863403,4.1863403,0.22033273,0.05,0,0.0,True,-0.41863403,-0.05051508,-0.2163030427694321,25,178,1123,0,0,15,0.0,1066.1145,0.0
252,147657,928.9107,43,-71.089294,-71.089294,0.53698784,0.05,0,0.0,True,7.1089296,-0.06138821,-0.3678205442400768,117,53,1821,0,14,29,152.00104,1028.61,-2.5428057
253,148180,951.0471,58,-48.95288,-48.95288,1.6237509,0.05,0,0.0,True,4.895288,-1.1746447,-0.456977473795414,70,76,1256,0,29,29,480.4172,810.7567,-4.0588675
254,148707,999.8358,19,-0.16418457,-0.16418457,0.2970374,0.05,0,0.0,True,0.016418457,-0.017382381,-0.3368789249462706,52,71,1450,1,0,19,0.0,1005.62506,0.0
255,149312,868.8494,90,-131.15057,-131.15057,0.4385557,0.05,0,0.0,True,13.115057,-0.92852855,-0.3317179582268002,0,168,2319,0,21,69,227.46524,824.3769,-0.35596022
256,149845,1000.0103,15,0.010314941,0.010314941,0.42923513,0.05,0,0.0,True,-0.0010314941,-0.015067592,-0.24578023680161923,69,88,1319,0,0,15,0.0,1072.028,0.0
257,150358,965.5597,51,-34.440308,-34.440308,1.0960407,0.05,0,0.0,True,3.4440308,-0.066201374,-0.27359660416841514,27,14,118,0,24,27,510.18866,1545.2974,-2.885704
258,151054,987.47864,55,-12.521362,-12.521362,0.21829903,0.05,0,0.0,True,1.2521362,-0.13524923,-0.45933784833870067,58,116,476,0,29,26,72.920746,1067.2562,-6.5528126
259,151203,1032.2518,54,32.25183,32.25183,2.4916892,0.05,0,0.0,True,-3.225183,-0.049409572,-0.4084229120612144,96,31,46,0,7,47,23.15866,1924.8267,-4.9647627
260,152193,999.73804,13,-0.2619629,-0.2619629,0.1047537,0.05,0,0.0,True,0.026196288,-0.031017143,-0.14922084809251077,7,5,3950,1,4,9,30.93952,1008.0000000000001,-0.20057988
261,152723,958.2749,55,-41.725098,-41.725098,0.37680188,0.05,0,0.0,True,4.17251,-0.038417563,-0.3399068988114594,14,61,377,0,12,43,70.47337,1136.0522,-2.479086
262,153278,993.1603,13,-6.8397217,-6.8397217,0.28211316,0.05,0,0.0,True,0.6839721,-0.16172092,-0.27340005490540953,94,54,907,0,1,12,11.049599,989.2183,0.0
263,153539,1000.0,13,0.0,0.0,0.0,0.05,0,0.0,True,0.0,-0.22428218,-0.14931258032175224,17,41,1123,0,3,10,80.80324,920.1621,0.0
264,154086,997.22675,13,-2.7732544,-2.7732544,0.084928975,0.05,0,0.0,True,0.27732545,-0.0075217676,-0.25469221945344117,59,157,686,1,0,13,0.0,1054.3821,0.0
265,154634,758.6648,195,-241.3352,-241.3352,0.3928278,0.05,0,0.0,True,24.13352,-1.3668234,-0.7747435158491123,11,98,2052,1,107,88,537.8916,611.2133,-4.343807
266,155174,858.81226,397,-141.18774,-141.18774,2.3386078,0.05,0,0.0,True,14.118774,-0.6490919,-1.4607175847887988,464,57,472,0,207,190,486.14594,2723.8489,-41.826958
267,155730,968.07904,15,-31.92096,-31.92096,1.0277683,0.05,0,0.0,True,3.1920958,-0.09448847,-0.20797401770949378,30,56,1245,0,2,13,70.5955,1038.8533,-3.052866
268,156313,1000.0,10,0.0,0.0,0.0,0.05,0,0.0,True,0.0,-0.25712845,-0.11951321281492709,14,50,5522,1,1,9,76.32055,990.9144,0.0
269,156822,977.7012,31,-22.298828,-22.298828,0.3031779,0.05,0,0.0,True,2.2298827,-0.035912223,-0.29043963059783,71,27,63,1,4,27,35.09986,1089.3427,-1.4836433
270,157349,1003.6469,10,3.6469116,3.6469116,0.2740468,0.05,0,0.0,True,-0.36469117,-0.0071743783,-0.1427048775553703,12,69,487,0,0,10,0.0,1044.6525,0.0
271,157509,997.0463,53,-2.9536743,-2.9536743,0.2897384,0.05,0,0.0,True,0.29536745,-0.054692376,-0.24040994197130208,33,8,717,1,22,31,105.2743,1004.2767,-0.90674096
272,158062,999.5277,18,-0.47229004,-0.47229004,0.054856896,0.05,0,0.0,True,0.047229003,-0.031781055,-0.20896218307316308,14,255,1240,0,1,17,1.8615265,1076.1736,-0.34007323
273,158573,954.30835,32,-45.69165,-45.69165,0.08929193,0.05,0,0.0,True,4.569165,-0.061505742,-0.3395177420525631,135,47,180,1,10,22,224.84944,1017.2915,-1.7104645
274,159217,1008.3424,48,8.342407,8.342407,3.7739522,0.05,0,0.0,True,-0.8342408,-0.19735943,-0.3374578713625669,22,77,102,0,12,36,155.38167,874.58875,-0.01685308
275,159749,1010.6744,26,10.674377,10.674377,2.0162091,0.05,0,0.0,True,-1.0674378,-0.24465188,-0.423793081692914,172,79,231,0,4,22,23.561407,1071.4326,-4.8038335
276,160303,984.08734,15,-15.912659,-15.912659,0.06490728,0.05,0,0.0,True,1.5912659,-0.010841111,-0.18865718600216252,55,137,290,1,3,12,66.67034,953.08777,0.0
277,160873,991.9053904018537,9,-8.094609598146349,-8.094609598146349,0.0,0.05,0,0.0,True,0.809460959814635,-0.01584500245941016,-0.15470515366244947,8,85,1713,1,1,8,9.6,998.4000000000001,0.0
278,161409,998.7713,21,-1.2286987,-1.2286987,0.11958474,0.05,0,0.0,True,0.12286988,-0.014779623,-0.1714128421247006,14,28,108,1,7,14,18.439632,983.32697,0.0
279,161925,993.17017,16,-6.829834,-6.829834,0.026229551,0.05,0,0.0,True,0.6829834,-0.017226571,-0.2323470895785299,67,115,246,1,2,14,47.49559,993.48083,0.0
280,162458,999.6662712896467,11,-0.33372871035328444,-0.33372871035328444,0.0,0.05,0,0.0,True,0.03337287103532844,-0.016416113688534566,-0.1620597243896475,13,197,2235,0,1,10,9.6,1017.6000000000001,0.0
281,162975,955.0747,17,-44.925293,-44.925293,0.00878201,0.05,0,0.0,True,4.4925294,-0.2762388,-0.17717682890594,77,56,3460,1,5,12,154.91861,862.18805,-0.403362
282,163499,964.2848,101,-35.71521,-35.71521,0.0031089932,0.05,0,0.0,True,3.571521,-0.1910458,-0.8420451885461808,98,52,720,0,19,82,73.218956,1267.8866,-6.684957
283,164027,959.47034,99,-40.529663,-40.529663,0.3741219,0.05,0,0.0,True,4.0529666,-0.054274,-0.3895913469791412,27,45,601,1,47,52,128.2152,955.8925,-0.86711097
284,164565,893.0658,160,-106.934204,-106.934204,0.43438247,0.05,0,0.0,True,10.69342,-1.7461472,-0.9603592360764756,29,90,2177,1,119,41,754.4179,734.75995,-22.789267
285,165136,1022.71075,28,22.710754,22.710754,1.479417,0.05,0,0.0,True,-2.2710752,-0.067211606,-0.2597803159058095,56,114,502,0,8,20,120.89494,1029.1948,-1.3194237
286,165653,1001.7885,15,1.7885132,1.7885132,0.38402146,0.05,0,0.0,True,-0.17885132,-0.03470127,-0.23899388280983994,45,74,1419,0,0,15,0.0,1068.8105,0.0
287,166163,939.2749,162,-60.725098,-60.725098,0.369239,0.05,0,0.0,True,6.07251,-0.09521515,-0.6525166840851306,11,6,394,1,68,94,323.5709,712.2062,-0.39931673
288,166718,852.9304,109,-147.06958,-147.06958,0.0,0.05,0,0.0,True,14.706957,-0.7761031,-0.3907200737297535,10,194,2591,1,42,67,191.10326,1179.8878,-10.558049
289,167228,758.0103,306,-241.98969,-241.98969,0.0,0.05,0,0.0,True,24.198969,-2.6019576,-0.9484607233852146,10,0,4918,1,220,86,689.27716,574.3016,-13.394267
290,169029,800.4075,269,-199.59253,-199.59253,0.30482852,0.05,0,0.0,True,19.959253,-1.9583088,-0.9086363437771844,12,138,13886,0,141,128,419.78894,853.71515,-21.191706
291,169543,984.06244,26,-15.937561,-15.937561,0.0,0.05,0,0.0,True,1.5937561,-0.4375725,-0.27079051374108953,50,46,2173,1,6,20,59.16836985442742,1185.3492,-15.937595
